,person,cantidad_sesiones,promedio_sesiones_sec,tiempo_total_sesiones_sec,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,# Actividades,act_ult_30_dias,act_ult_20_dias,act_ult_15_dias,act_ult_5_dias,act_ult_1_dias,act_ult_25_dias,act_ult_10_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,label
1456,08343c0e,10,361.0,3610.0,4.0,39.0,0.0,43.0,0.09302325581395349,0.0,0.9069767441860465,43.0,6.0,32.0,1,1,45,146,6,149,75,46.0,46.0,46.0,20.0,0.0,46.0,30.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1457,08343c0e,10,361.0,3610.0,4.0,39.0,0.0,43.0,0.09302325581395349,0.0,0.9069767441860465,43.0,6.0,32.0,2,0,20,2,2,149,75,46.0,46.0,46.0,20.0,0.0,46.0,30.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1470,084482af,5,223.0,1113.0,14.0,0.0,6.0,20.0,0.7,0.3,0.0,20.0,9.0,14.0,0,0,53,24,2,24,53,53.0,29.0,29.0,3.0,0.0,53.0,29.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0
1477,08495405,2,374.0,748.0,9.0,26.0,0.0,35.0,0.2571428571428571,0.0,0.7428571428571429,35.0,4.0,20.0,0,0,46,7,7,7,46,46.0,46.0,46.0,0.0,0.0,46.0,46.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1485,08558ce3,12,943.0000000000001,11312.0,33.0,0.0,8.0,41.0,0.8048780487804879,0.1951219512195122,0.0,52.0,20.0,40.0,0,0,177,44,1,44,177,170.0,170.0,69.0,34.0,0.0,170.0,34.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0
1500,087d0669,4,1014.0000000000001,4054.0000000000005,4.0,26.0,0.0,30.0,0.13333333333333333,0.0,0.8666666666666667,30.0,5.0,13.0,0,1,24,29,29,29,54,54.0,27.0,27.0,0.0,0.0,30.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1603,08ff8349,3,171.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,8.0,0,0,41,16,14,16,41,41.0,41.0,5.0,0.0,0.0,41.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1620,0916db30,2,350.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0,0,24,3,1,3,24,24.0,24.0,24.0,24.0,0.0,24.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1627,09252ee6,16,646.0,10341.0,65.0,31.0,5.0,101.0,0.6435643564356436,0.04950495049504951,0.3069306930693069,101.0,11.0,40.0,0,0,205,149,4,149,205,70.0,60.0,58.0,3.0,0.0,70.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,09412658,1,155.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,8,0,0,0,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1647,09487355,84,629.0,52848.0,353.0,15.0,6.0,374.0,0.9438502673796791,0.016042780748663103,0.040106951871657755,378.0,28.0,111.0,2,0,297,48,18,77,722,29.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,0960e2d5,2,1360.0,2721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,8.0,0,0,27,16,2,16,27,27.0,27.0,13.0,13.0,0.0,27.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1704,09a78ec5,4,8.0,30.000000000000004,2.0,2.0,0.0,4.0,0.5,0.0,0.5,4.0,2.0,2.0,0,0,16,11,9,11,16,16.0,16.0,16.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1708,09adf503,7,1028.0,7194.0,19.0,62.0,18.0,99.0,0.1919191919191919,0.18181818181818182,0.6262626262626263,99.0,13.0,50.0,0,0,149,16,2,16,149,149.0,149.0,102.0,69.0,0.0,149.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1724,09d0e523,26,135.0,3508.0,137.0,3.0,3.0,143.0,0.958041958041958,0.02097902097902098,0.02097902097902098,149.0,20.0,70.0,0,0,236,29,1,29,236,236.0,79.0,39.0,22.0,0.0,142.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1745,09eb8d77,6,1956.0000000000002,11738.0,18.0,11.0,0.0,29.0,0.6206896551724138,0.0,0.3793103448275862,30.0,6.0,18.0,0,1,19,7,7,7,77,77.0,77.0,77.0,23.0,0.0,77.0,77.0,10.0,10.0,10.0,10.0,10.0,5.0,0.0,1.0
1746,09eb8d77,6,1956.0000000000002,11738.0,18.0,11.0,0.0,29.0,0.6206896551724138,0.0,0.3793103448275862,30.0,6.0,18.0,1,1,12,5,5,7,77,77.0,77.0,77.0,23.0,0.0,77.0,77.0,10.0,10.0,10.0,10.0,10.0,5.0,0.0,1.0
1747,09eb8d77,6,1956.0000000000002,11738.0,18.0,11.0,0.0,29.0,0.6206896551724138,0.0,0.3793103448275862,30.0,6.0,18.0,2,0,46,5,4,7,77,77.0,77.0,77.0,23.0,0.0,77.0,77.0,10.0,10.0,10.0,10.0,10.0,5.0,0.0,1.0
1754,09f63491,10,310.0,3096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,8.0,37.0,0,0,95,25,8,25,95,95.0,78.0,63.0,0.0,0.0,81.0,16.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
1755,09f6ec08,1,17.0,17.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,4,1,1,1,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1764,0a03cd69,8,370.0,2960.0,22.0,15.0,19.0,56.0,0.39285714285714285,0.3392857142857143,0.26785714285714285,59.0,19.0,39.0,0,0,171,34,12,34,171,161.0,104.0,29.0,0.0,0.0,161.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1766,0a04f7c9,1,1228.0,1228.0,19.0,0.0,0.0,19.0,1.0,0.0,0.0,19.0,1.0,8.0,0,0,28,1,1,1,28,28.0,28.0,28.0,28.0,0.0,28.0,28.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
1783,0a244e0b,1,294.0,294.0,11.0,0.0,0.0,11.0,1.0,0.0,0.0,11.0,1.0,5.0,0,0,17,15,15,15,17,17.0,17.0,0.0,0.0,0.0,17.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1784,0a24b65b,1,1144.0,1144.0,3.0,1.0,1.0,5.0,0.6,0.2,0.2,5.0,4.0,5.0,0,0,12,9,9,9,12,12.0,12.0,12.0,0.0,0.0,12.0,12.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
1787,0a28383a,1,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,16,16,16,2,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1844,0a5c0f85,3,954.0000000000001,2862.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0,7.0,4.0,4.0,0,0,24,6,0,6,24,24.0,24.0,24.0,5.0,5.0,24.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1871,0a76682c,4,994.0000000000001,3975.0000000000005,19.0,0.0,0.0,19.0,1.0,0.0,0.0,19.0,5.0,14.0,0,0,41,12,10,12,41,41.0,41.0,41.0,0.0,0.0,41.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1872,0a78f62b,1,696.0,696.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0,0,14,12,12,12,14,14.0,14.0,14.0,0.0,0.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1901,0aacf315,6,819.0,4912.0,32.0,1.0,0.0,33.0,0.9696969696969697,0.0,0.030303030303030304,33.0,9.0,20.0,0,1,57,47,28,47,65,52.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1902,0aacf315,6,819.0,4912.0,32.0,1.0,0.0,33.0,0.9696969696969697,0.0,0.030303030303030304,33.0,9.0,20.0,1,0,8,28,22,47,65,52.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1903,0aae264c,2,210.0,419.0,8.0,0.0,0.0,8.0,1.0,0.0,0.0,8.0,4.0,6.0,0,0,21,8,2,8,21,21.0,21.0,21.0,4.0,0.0,21.0,21.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1912,0ab67196,38,412.0,15653.000000000002,3.0,230.0,6.0,239.0,0.012552301255230125,0.02510460251046025,0.9623430962343096,239.0,14.0,96.0,2,0,43,3,0,92,338,185.0,163.0,163.0,117.0,2.0,163.0,163.0,10.0,9.0,9.0,9.0,9.0,5.0,0.0,0.0
1929,0acdf8c1,15,225.0,3369.0,3.0,29.0,1.0,33.0,0.09090909090909091,0.030303030303030304,0.8787878787878788,36.0,9.0,24.0,0,1,55,87,14,87,78,28.0,28.0,28.0,8.0,0.0,28.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1937,0ad7f566,5,874.0,4372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,10.0,0,0,29,15,8,15,29,29.0,29.0,26.0,0.0,0.0,29.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1940,0ada2f89,48,282.0,13539.0,14.0,83.0,2.0,99.0,0.1414141414141414,0.020202020202020204,0.8383838383838383,106.0,17.0,59.0,1,1,113,111,88,141,345,58.0,5.0,5.0,0.0,0.0,23.0,5.0,9.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0
1959,0ae8b154,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,3,3,3,3,3,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1968,0af42006,13,225.0,2931.0,94.0,9.0,1.0,104.0,0.9038461538461539,0.009615384615384616,0.08653846153846154,117.0,22.0,67.0,0,0,155,64,2,64,155,98.0,57.0,37.0,21.0,0.0,98.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971,0af65575,7,1665.0,11658.0,11.0,57.0,14.0,82.0,0.13414634146341464,0.17073170731707318,0.6951219512195121,87.0,20.0,48.0,0,0,123,17,11,17,123,123.0,123.0,8.0,0.0,0.0,123.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
1973,0afaecc8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,12,12,12,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0b38b38b,1,986.0000000000001,986.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,9.0,0,0,16,16,15,16,16,16.0,16.0,0.0,0.0,0.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2025,0b4e4515,1,6.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,4,0,0,0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2033,0b5b446e,9,2594.0,23343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,7.0,59.0,0,0,211,17,13,17,211,211.0,211.0,45.0,0.0,0.0,211.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2047,0b6aefdc,22,1365.0,30030.000000000004,73.0,0.0,36.0,109.0,0.6697247706422018,0.3302752293577982,0.0,114.0,33.0,62.0,1,0,24,10,0,26,403,403.0,314.0,169.0,7.0,1.0,388.0,22.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0
2059,0b7efe35,1,243.00000000000003,243.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0,0,9,0,0,0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2082,0b9ae2dc,5,482.00000000000006,2411.0,9.0,9.0,0.0,18.0,0.5,0.0,0.5,18.0,4.0,13.0,0,0,33,52,3,52,33,29.0,19.0,19.0,5.0,0.0,29.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2107,0bb61741,1,261.0,261.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0,0,6,8,8,8,6,6.0,6.0,6.0,0.0,0.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2112,0bc944a3,9,2042.0000000000002,18377.0,214.0,15.0,1.0,230.0,0.9304347826086956,0.004347826086956522,0.06521739130434782,231.0,18.0,84.0,0,0,311,14,2,14,311,311.0,311.0,311.0,6.0,0.0,311.0,134.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2131,0be3f5e5,26,659.0,17144.0,110.0,30.0,29.0,169.0,0.650887573964497,0.17159763313609466,0.17751479289940827,212.0,50.0,107.0,0,1,191,86,62,86,460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2132,0be3f5e5,26,659.0,17144.0,110.0,30.0,29.0,169.0,0.650887573964497,0.17159763313609466,0.17751479289940827,212.0,50.0,107.0,1,1,133,62,61,86,460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2133,0be3f5e5,26,659.0,17144.0,110.0,30.0,29.0,169.0,0.650887573964497,0.17159763313609466,0.17751479289940827,212.0,50.0,107.0,2,0,136,60,49,86,460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2155,0c00db19,2,232.00000000000003,463.00000000000006,4.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,2.0,0,0,15,0,0,0,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2191,0c3fb871,7,346.0,2422.0,3.0,1.0,0.0,4.0,0.75,0.0,0.25,4.0,3.0,3.0,1,1,6,11,10,12,30,30.0,30.0,30.0,0.0,0.0,30.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2215,0c77d0ed,3,112.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0,0,15,16,10,16,15,15.0,15.0,3.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2222,0c8a6a10,8,388.0,3104.0,29.0,189.0,48.0,266.0,0.10902255639097744,0.18045112781954886,0.7105263157894737,286.0,39.0,140.0,0,0,307,85,0,85,307,191.0,191.0,191.0,88.0,88.0,191.0,191.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2225,0c8da283,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,16,16,16,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2232,0c962c1c,3,67.0,202.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0,0,12,28,12,28,12,12.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2245,0ca8ef24,38,331.0,12579.0,22.0,3.0,0.0,25.0,0.88,0.0,0.12,28.0,13.0,16.0,1,0,87,111,86,113,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2264,0cd5ff44,1,325.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0,0,11,9,9,9,11,11.0,11.0,11.0,0.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2267,0cda20e5,4,1043.0,4172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,4.0,21.0,0,0,54,42,22,42,54,31.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2297,0d023516,1,3021.0,3021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,10.0,0,0,16,105,105,105,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2315,0d1af2db,1,295.0,295.0,7.0,9.0,0.0,16.0,0.4375,0.0,0.5625,17.0,5.0,15.0,0,0,21,0,0,0,21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2321,0d25019c,3,26.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0,0,16,14,10,14,16,16.0,16.0,16.0,0.0,0.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2328,0d35055e,4,315.0,1259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0,0,25,3,2,3,25,25.0,25.0,25.0,25.0,0.0,25.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2371,0d68d38e,7,948.0000000000001,6633.0,8.0,1.0,40.0,49.0,0.16326530612244897,0.8163265306122449,0.02040816326530612,54.0,14.0,22.0,0,1,71,48,2,48,119,101.0,101.0,101.0,86.0,0.0,101.0,101.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0
2372,0d68d38e,7,948.0000000000001,6633.0,8.0,1.0,40.0,49.0,0.16326530612244897,0.8163265306122449,0.02040816326530612,54.0,14.0,22.0,1,1,23,1,1,48,119,101.0,101.0,101.0,86.0,0.0,101.0,101.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0
2373,0d68d38e,7,948.0000000000001,6633.0,8.0,1.0,40.0,49.0,0.16326530612244897,0.8163265306122449,0.02040816326530612,54.0,14.0,22.0,2,1,12,1,1,48,119,101.0,101.0,101.0,86.0,0.0,101.0,101.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0
2374,0d68d38e,7,948.0000000000001,6633.0,8.0,1.0,40.0,49.0,0.16326530612244897,0.8163265306122449,0.02040816326530612,54.0,14.0,22.0,3,0,13,1,1,48,119,101.0,101.0,101.0,86.0,0.0,101.0,101.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0
2377,0d6f5cd2,6,230.00000000000003,1379.0,1.0,32.0,0.0,33.0,0.030303030303030304,0.0,0.9696969696969697,33.0,7.0,17.0,0,0,47,10,7,10,47,47.0,47.0,47.0,0.0,0.0,47.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2385,0d79ae9e,1,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0,0,8,1,1,1,8,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2388,0d7f5b7a,1,11.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,4,2,2,2,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2410,0da5ecfc,41,834.0,34174.0,239.0,43.0,3.0,285.0,0.8385964912280702,0.010526315789473684,0.15087719298245614,290.0,35.0,92.0,0,1,208,40,28,40,501,334.0,85.0,49.0,12.0,12.0,177.0,12.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2411,0da5ecfc,41,834.0,34174.0,239.0,43.0,3.0,285.0,0.8385964912280702,0.010526315789473684,0.15087719298245614,290.0,35.0,92.0,1,1,1,28,28,40,501,334.0,85.0,49.0,12.0,12.0,177.0,12.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2412,0da5ecfc,41,834.0,34174.0,239.0,43.0,3.0,285.0,0.8385964912280702,0.010526315789473684,0.15087719298245614,290.0,35.0,92.0,2,0,292,28,0,40,501,334.0,85.0,49.0,12.0,12.0,177.0,12.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2438,0dc7138f,4,1427.0,5708.0,17.0,3.0,46.0,66.0,0.25757575757575757,0.696969696969697,0.045454545454545456,82.0,22.0,43.0,0,0,128,1,0,1,128,128.0,128.0,128.0,128.0,44.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2440,0dcccdff,1,932.0000000000001,932.0000000000001,4.0,4.0,0.0,8.0,0.5,0.0,0.5,8.0,3.0,6.0,0,0,15,10,10,10,15,15.0,15.0,15.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2547,0e99af24,7,1602.0,11215.0,6.0,5.0,48.0,59.0,0.1016949152542373,0.8135593220338984,0.0847457627118644,59.0,14.0,28.0,0,0,101,16,14,16,101,101.0,101.0,24.0,0.0,0.0,101.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2551,0e9e5344,9,225.0,2027.0000000000002,5.0,0.0,32.0,37.0,0.13513513513513514,0.8648648648648649,0.0,37.0,8.0,22.0,0,0,69,12,5,12,69,69.0,69.0,69.0,0.0,0.0,69.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2552,0e9effd8,5,149.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,12.0,0,0,44,132,130,132,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2571,0eb715ae,5,381.0,1907.0000000000002,15.0,0.0,0.0,15.0,1.0,0.0,0.0,15.0,3.0,10.0,0,0,54,83,13,83,54,12.0,12.0,12.0,0.0,0.0,12.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0
2642,0f16c676,2,240.00000000000003,480.00000000000006,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,13,46,46,46,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2710,0f6672f6,2,44.0,87.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,2.0,4.0,0,0,13,7,6,7,13,13.0,13.0,13.0,0.0,0.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2721,0f73a67c,7,245.00000000000003,1715.0,23.0,22.0,1.0,46.0,0.5,0.021739130434782608,0.4782608695652174,51.0,19.0,35.0,0,0,97,3,0,3,97,97.0,97.0,97.0,97.0,55.0,97.0,97.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2746,0f95f80d,2,810.0,1620.0,5.0,11.0,0.0,16.0,0.3125,0.0,0.6875,19.0,9.0,16.0,0,0,57,16,13,16,57,57.0,57.0,35.0,0.0,0.0,57.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2754,0fad2e0e,1,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,6.0,0,0,16,1,1,1,16,16.0,16.0,16.0,16.0,0.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2786,0fe8e51e,3,208.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0,34,30,11,30,34,23.0,23.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2793,0ff026f5,2,28.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0,0,9,76,72,76,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2824,101bc5f6,3,227.0,681.0,3.0,10.0,0.0,13.0,0.23076923076923078,0.0,0.7692307692307693,13.0,5.0,10.0,0,0,30,1,0,1,30,30.0,30.0,30.0,30.0,10.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2886,106b022f,1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,15,15,15,2,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2901,107ff817,1,26.0,26.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,4,11,11,11,4,4.0,4.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2911,10871bbb,120,713.0,85578.0,281.0,76.0,107.0,464.0,0.6056034482758621,0.23060344827586207,0.16379310344827586,730.0,83.0,314.0,2,1,2,45,45,52,1295,661.0,392.0,373.0,4.0,0.0,553.0,191.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0
2993,10ce7929,10,195.0,1947.0000000000002,27.0,2.0,0.0,29.0,0.9310344827586207,0.0,0.06896551724137931,29.0,5.0,16.0,2,1,16,19,11,19,71,71.0,71.0,25.0,0.0,0.0,71.0,11.0,7.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0
3022,10ff5b8b,1,669.0,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0,0,9,13,13,13,9,9.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3082,114f8401,1,11.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,4,10,10,10,4,4.0,4.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
3131,11a7010a,2,459.00000000000006,918.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,8.0,0,0,29,20,5,20,29,29.0,25.0,25.0,0.0,0.0,29.0,25.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3137,11b247a4,3,1645.0,4934.0,61.0,3.0,0.0,64.0,0.953125,0.0,0.046875,64.0,8.0,20.0,0,0,125,14,10,14,125,125.0,125.0,125.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3140,11b4d13d,3,652.0,1956.0000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,0,0,22,25,17,25,22,22.0,10.0,0.0,0.0,0.0,10.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
