,person,cant_sesiones_inac45MIN_ult_9999_dias,promedio_sesiones_sec_inac45MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac45MIN_ult_9999_dias,cant_sesiones_inac45MIN_ult_30_dias,promedio_sesiones_sec_inac45MIN_ult_30_dias,tiempo_total_sesiones_sec_inac45MIN_ult_30_dias,cant_sesiones_inac45MIN_ult_25_dias,promedio_sesiones_sec_inac45MIN_ult_25_dias,tiempo_total_sesiones_sec_inac45MIN_ult_25_dias,cant_sesiones_inac45MIN_ult_20_dias,promedio_sesiones_sec_inac45MIN_ult_20_dias,tiempo_total_sesiones_sec_inac45MIN_ult_20_dias,cant_sesiones_inac45MIN_ult_15_dias,promedio_sesiones_sec_inac45MIN_ult_15_dias,tiempo_total_sesiones_sec_inac45MIN_ult_15_dias,cant_sesiones_inac45MIN_ult_10_dias,promedio_sesiones_sec_inac45MIN_ult_10_dias,tiempo_total_sesiones_sec_inac45MIN_ult_10_dias,cant_sesiones_inac45MIN_ult_5_dias,promedio_sesiones_sec_inac45MIN_ult_5_dias,tiempo_total_sesiones_sec_inac45MIN_ult_5_dias,cant_sesiones_inac45MIN_ult_1_dias,promedio_sesiones_sec_inac45MIN_ult_1_dias,tiempo_total_sesiones_sec_inac45MIN_ult_1_dias,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,# Actividades,check_ult_9999_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,act_ult_9999_dias,act_ult_30_dias,act_ult_25_dias,act_ult_20_dias,act_ult_15_dias,act_ult_10_dias,act_ult_5_dias,act_ult_1_dias,conv_ult_9999_dias,conv_ult_30_dias,conv_ult_25_dias,conv_ult_20_dias,conv_ult_15_dias,conv_ult_10_dias,conv_ult_5_dias,conv_ult_1_dias,mod_dist_check_ult_9999_dias,mod_dist_check_ult_30_dias,mod_dist_check_ult_25_dias,mod_dist_check_ult_20_dias,mod_dist_check_ult_15_dias,mod_dist_check_ult_10_dias,mod_dist_check_ult_5_dias,mod_dist_check_ult_1_dias,label
779,052078d1,4,203.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,1.0,0.0,0.0,29.0,1.0,11.0,0,0,41,120,43,120,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
786,05288788,1,469.00000000000006,469.00000000000006,1.0,469.00000000000006,469.00000000000006,1.0,469.00000000000006,469.00000000000006,1.0,469.00000000000006,469.00000000000006,1.0,469.00000000000006,469.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0,0,12,12,12,12,12,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
798,053ca79c,19,474.00000000000006,8998.0,19.0,474.00000000000006,8998.0,19.0,474.00000000000006,8998.0,15.0,315.0,4729.0,8.0,375.0,3003.0,4.0,620.0,2479.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,1.0,50.0,0.94,0.02,0.04,59.0,19.0,29.0,0,0,144,21,6,21,144,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,144,144.0,144.0,112.0,62.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
810,0548aae1,1,22.0,22.0,1.0,22.0,22.0,1.0,22.0,22.0,1.0,22.0,22.0,1.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0,0,9,14,14,14,9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
821,05596145,8,269.0,2150.0,8.0,269.0,2150.0,8.0,269.0,2150.0,8.0,269.0,2150.0,8.0,269.0,2150.0,8.0,269.0,2150.0,6.0,347.0,2083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,11.0,0,0,68,7,1,7,68,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,68,68.0,68.0,68.0,68.0,68.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0
866,05b22e4c,7,665.0,4653.0,5.0,838.0,4192.0,5.0,838.0,4192.0,2.0,42.0,85.0,2.0,42.0,85.0,2.0,42.0,85.0,2.0,42.0,85.0,0.0,0.0,0.0,28.0,7.0,9.0,44.0,0.6363636363636364,0.20454545454545456,0.1590909090909091,46.0,30.0,38.0,0,0,129,123,1,123,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,106.0,106.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
881,05d9ceb0,6,1770.0,10619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,13.0,21.0,0.38095238095238093,0.6190476190476191,0.0,22.0,9.0,12.0,2,0,43,107,35,113,124,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
899,0601784e,11,1211.0,13323.0,9.0,1295.0,11652.0,6.0,738.0,4430.0,5.0,886.0,4429.0,3.0,1448.0,4345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,95.0,0.0,107.0,0.11214953271028037,0.0,0.8878504672897196,110.0,16.0,54.0,2,0,18,12,11,44,224,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,224,185.0,63.0,61.0,49.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
919,06286d66,1,118.00000000000001,118.00000000000001,1.0,118.00000000000001,118.00000000000001,1.0,118.00000000000001,118.00000000000001,1.0,118.00000000000001,118.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,5,16,16,16,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
941,065d92a9,1,35.0,35.0,1.0,35.0,35.0,1.0,35.0,35.0,1.0,35.0,35.0,1.0,35.0,35.0,1.0,35.0,35.0,1.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,6,1,1,1,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
952,0673c72a,8,124.00000000000001,989.0000000000001,3.0,36.0,108.0,3.0,36.0,108.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,14.0,0,0,66,48,9,48,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,18.0,18.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,06989c88,24,1255.0,30121.000000000004,6.0,2514.0,15087.000000000002,5.0,2944.0,14722.000000000002,5.0,2944.0,14722.000000000002,4.0,3057.0,12227.0,4.0,3057.0,12227.0,4.0,3057.0,12227.0,0.0,0.0,0.0,269.0,3.0,8.0,280.0,0.9607142857142857,0.02857142857142857,0.010714285714285714,282.0,34.0,115.0,0,0,415,76,1,76,415,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,201.0,194.0,194.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,06aeda65,1,83.0,83.0,1.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0,0,8,27,27,27,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
999,06b31ab4,1,215.0,215.0,1.0,215.0,215.0,1.0,215.0,215.0,1.0,215.0,215.0,1.0,215.0,215.0,1.0,215.0,215.0,1.0,215.0,215.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0,0,8,3,3,3,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1012,06c929c1,3,650.0,1950.0000000000002,3.0,650.0,1950.0000000000002,3.0,650.0,1950.0000000000002,3.0,650.0,1950.0000000000002,3.0,650.0,1950.0000000000002,3.0,650.0,1950.0000000000002,3.0,650.0,1950.0000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,8.0,0,0,35,3,2,3,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,35,35.0,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1027,06dcde6c,5,160.0,801.0,5.0,160.0,801.0,5.0,160.0,801.0,4.0,193.0,772.0,4.0,193.0,772.0,4.0,193.0,772.0,2.0,14.0,28.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.25,0.75,0.0,4.0,3.0,3.0,0,0,16,23,0,23,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,16,16.0,16.0,13.0,13.0,13.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1036,06eeb3e7,10,152.0,1515.0,10.0,152.0,1515.0,9.0,168.0,1515.0,9.0,168.0,1515.0,7.0,123.00000000000001,859.0,7.0,123.00000000000001,859.0,4.0,123.00000000000001,491.00000000000006,1.0,237.00000000000003,237.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,7.0,21.0,2,0,85,17,0,25,125,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,125,125.0,124.0,124.0,74.0,74.0,45.0,16.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1061,071dabb9,1,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,1.0,5.0,0,0,9,35,35,35,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1063,071e79e1,3,473.00000000000006,1419.0,3.0,473.00000000000006,1419.0,3.0,473.00000000000006,1419.0,3.0,473.00000000000006,1419.0,2.0,668.0,1335.0,2.0,668.0,1335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,12.0,0,0,31,15,6,15,31,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,31,31.0,31.0,31.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1075,073e697a,4,160.0,641.0,3.0,213.0,638.0,2.0,126.00000000000001,251.00000000000003,2.0,126.00000000000001,251.00000000000003,2.0,126.00000000000001,251.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,7.0,0.14285714285714285,0.0,0.8571428571428571,7.0,3.0,7.0,0,0,39,49,13,49,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,36.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1100,07709f79,1,1048.0,1048.0,1.0,1048.0,1048.0,1.0,1048.0,1048.0,1.0,1048.0,1048.0,1.0,1048.0,1048.0,1.0,1048.0,1048.0,1.0,1048.0,1048.0,1.0,1048.0,1048.0,21.0,0.0,0.0,21.0,1.0,0.0,0.0,21.0,6.0,17.0,0,0,48,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,07aabe67,72,258.0,18612.0,17.0,140.0,2385.0,16.0,145.0,2325.0,16.0,145.0,2325.0,12.0,160.0,1917.0000000000002,11.0,162.0,1781.0,5.0,175.0,877.0,0.0,0.0,0.0,62.0,375.0,8.0,445.0,0.1393258426966292,0.017977528089887642,0.8426966292134831,452.0,30.0,191.0,0,0,634,139,2,139,634,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,634,179.0,174.0,174.0,135.0,123.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
1137,07b7d242,6,1296.0,7779.000000000001,6.0,1296.0,7779.000000000001,6.0,1296.0,7779.000000000001,6.0,1296.0,7779.000000000001,3.0,1076.0,3228.0,3.0,1076.0,3228.0,1.0,1316.0,1316.0,0.0,0.0,0.0,10.0,1.0,30.0,41.0,0.24390243902439024,0.7317073170731707,0.024390243902439025,41.0,19.0,30.0,0,1,90,16,4,16,90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,90,90.0,90.0,90.0,55.0,55.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1148,07cdc12c,47,162.0,7629.000000000001,9.0,446.0,4012.0000000000005,7.0,120.00000000000001,842.0,7.0,120.00000000000001,842.0,4.0,210.0,838.0,4.0,210.0,838.0,2.0,418.0,837.0,0.0,0.0,0.0,4.0,114.0,0.0,118.0,0.03389830508474576,0.0,0.9661016949152542,118.0,9.0,56.0,1,0,250,134,1,136,276,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,276,104.0,51.0,51.0,37.0,37.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1190,08081d75,2,576.0,1152.0,2.0,576.0,1152.0,2.0,576.0,1152.0,2.0,576.0,1152.0,2.0,576.0,1152.0,2.0,576.0,1152.0,2.0,576.0,1152.0,0.0,0.0,0.0,7.0,11.0,1.0,19.0,0.3684210526315789,0.05263157894736842,0.5789473684210527,20.0,10.0,17.0,0,0,35,1,1,1,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,35,35.0,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1198,0812bda0,13,1121.0,14569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,22.0,34.0,128.0,0.5625,0.265625,0.171875,128.0,30.0,78.0,1,0,209,90,82,91,227,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1201,08176776,8,80.0,641.0,2.0,28.0,56.0,2.0,28.0,56.0,1.0,8.0,8.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,20.0,0.1,0.0,0.9,20.0,7.0,13.0,0,0,51,103,10,103,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,15.0,15.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1215,08343c0e,10,361.0,3610.0,3.0,725.0,2174.0,3.0,725.0,2174.0,3.0,725.0,2174.0,3.0,725.0,2174.0,2.0,266.0,532.0,1.0,248.00000000000003,248.00000000000003,0.0,0.0,0.0,4.0,39.0,0.0,43.0,0.09302325581395349,0.0,0.9069767441860465,43.0,6.0,32.0,2,0,20,2,2,149,75,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,75,46.0,46.0,46.0,46.0,30.0,20.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1223,084482af,5,223.0,1113.0,5.0,223.0,1113.0,5.0,223.0,1113.0,3.0,134.0,401.0,3.0,134.0,401.0,3.0,134.0,401.0,1.0,2.0,2.0,0.0,0.0,0.0,14.0,0.0,6.0,20.0,0.7,0.3,0.0,20.0,9.0,14.0,0,0,53,24,2,24,53,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,53,53.0,53.0,29.0,29.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0
1230,08495405,2,374.0,748.0,2.0,374.0,748.0,2.0,374.0,748.0,2.0,374.0,748.0,2.0,374.0,748.0,2.0,374.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,0.0,35.0,0.2571428571428571,0.0,0.7428571428571429,35.0,4.0,20.0,0,0,46,7,7,7,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,46,46.0,46.0,46.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1253,087d0669,4,1014.0000000000001,4054.0000000000005,4.0,1014.0000000000001,4054.0000000000005,3.0,555.0,1665.0,2.0,832.0,1665.0,2.0,832.0,1665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,0.0,30.0,0.13333333333333333,0.0,0.8666666666666667,30.0,5.0,13.0,2,0,7,14,11,29,54,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,54,54.0,30.0,27.0,27.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1287,08ae1a50,3,80.0,240.00000000000003,3.0,80.0,240.00000000000003,3.0,80.0,240.00000000000003,3.0,80.0,240.00000000000003,3.0,80.0,240.00000000000003,3.0,80.0,240.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,6.0,0,0,23,7,6,7,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,23,23.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1310,08d10353,3,31.000000000000004,93.0,3.0,31.000000000000004,93.0,3.0,31.000000000000004,93.0,3.0,31.000000000000004,93.0,3.0,31.000000000000004,93.0,2.0,44.0,87.0,2.0,44.0,87.0,2.0,44.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,0,0,15,11,0,11,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,15.0,15.0,15.0,15.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,08e4065d,7,321.0,2245.0,7.0,321.0,2245.0,7.0,321.0,2245.0,7.0,321.0,2245.0,7.0,321.0,2245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,0.6,0.0,0.4,5.0,4.0,5.0,1,0,13,14,13,14,19,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,19,19.0,19.0,19.0,19.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1371,09412658,1,155.0,155.0,1.0,155.0,155.0,1.0,155.0,155.0,1.0,155.0,155.0,1.0,155.0,155.0,1.0,155.0,155.0,1.0,155.0,155.0,1.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,8,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1375,0947f818,1,2243.0,2243.0,1.0,2243.0,2243.0,1.0,2243.0,2243.0,1.0,2243.0,2243.0,1.0,2243.0,2243.0,1.0,2243.0,2243.0,1.0,2243.0,2243.0,1.0,2243.0,2243.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,1.0,3.0,0,0,14,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1386,0960e2d5,2,1360.0,2721.0,2.0,1360.0,2721.0,2.0,1360.0,2721.0,2.0,1360.0,2721.0,1.0,341.0,341.0,1.0,341.0,341.0,1.0,341.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,8.0,0,0,27,16,2,16,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,27,27.0,27.0,27.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1427,09a78ec5,4,8.0,30.000000000000004,4.0,8.0,30.000000000000004,4.0,8.0,30.000000000000004,4.0,8.0,30.000000000000004,4.0,8.0,30.000000000000004,2.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.5,0.0,0.5,4.0,2.0,2.0,0,0,16,11,9,11,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1431,09adf503,7,1028.0,7194.0,7.0,1028.0,7194.0,7.0,1028.0,7194.0,7.0,1028.0,7194.0,5.0,1239.0,6197.0,2.0,2986.0,5971.0,2.0,2986.0,5971.0,0.0,0.0,0.0,19.0,62.0,18.0,99.0,0.1919191919191919,0.18181818181818182,0.6262626262626263,99.0,13.0,50.0,0,0,149,16,2,16,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,149.0,149.0,149.0,102.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1441,09c4c6e5,2,288.0,575.0,2.0,288.0,575.0,2.0,288.0,575.0,2.0,288.0,575.0,2.0,288.0,575.0,2.0,288.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,1.0,0.0,0.0,19.0,2.0,8.0,0,0,31,7,6,7,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,31,31.0,31.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1446,09d0e523,26,135.0,3508.0,26.0,135.0,3508.0,19.0,86.0,1631.0,13.0,98.0,1274.0,8.0,126.00000000000001,1009.0000000000001,5.0,201.0,1003.0000000000001,4.0,37.0,149.0,0.0,0.0,0.0,137.0,3.0,3.0,143.0,0.958041958041958,0.02097902097902098,0.02097902097902098,149.0,20.0,70.0,0,0,236,29,1,29,236,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,236,236.0,142.0,79.0,39.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1464,09eb8d77,6,1956.0000000000002,11738.0,6.0,1956.0000000000002,11738.0,6.0,1956.0000000000002,11738.0,6.0,1956.0000000000002,11738.0,6.0,1956.0000000000002,11738.0,6.0,1956.0000000000002,11738.0,1.0,2855.0,2855.0,0.0,0.0,0.0,18.0,11.0,0.0,29.0,0.6206896551724138,0.0,0.3793103448275862,30.0,6.0,18.0,2,0,46,5,4,7,77,10.0,10.0,10.0,10.0,10.0,10.0,5.0,0.0,77,77.0,77.0,77.0,77.0,77.0,23.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,1.0
