,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
32195,b63ef4a1,0,52,3,25.0,6.0,16.0,2,3,3,52,0.0
32202,b6497940,0,27,119,8.0,3.0,6.0,6,119,45,27,1.0
32227,b667e544,0,10,10,3.0,3.0,3.0,2,10,10,10,1.0
32277,b69b0861,0,3,37,1.0,1.0,1.0,1,37,37,3,0.0
32300,b6b638d0,0,68,148,39.0,20.0,28.0,3,148,139,68,1.0
32368,b71798a7,0,87,39,51.0,3.0,16.0,12,39,1,87,1.0
32371,b71da444,0,23,120,9.0,3.0,7.0,4,120,4,23,1.0
32419,b75f3d6d,0,45,93,14.0,4.0,8.0,9,93,32,45,1.0
32517,b7e27b0e,0,48,83,13.0,2.0,5.0,9,83,0,48,1.0
32519,b7e2840a,1,93,55,30.0,8.0,21.0,12,51,10,128,1.0
32520,b7e37f7d,0,55,0,41.0,10.0,33.0,1,0,0,55,0.0
32543,b7f9e552,0,50,8,24.0,6.0,18.0,1,8,8,50,0.0
32553,b80d6640,0,40,8,11.0,2.0,6.0,4,8,2,40,0.0
32583,b8324621,0,74,48,23.0,12.0,16.0,5,48,1,74,1.0
32623,b866afff,2,224,25,65.0,21.0,36.0,17,14,0,297,1.0
32650,b87cf285,0,44,27,26.0,2.0,10.0,3,27,6,44,0.0
32677,b8a44590,0,11,5,1.0,1.0,1.0,3,5,3,11,1.0
32700,b8c86b61,0,6,2,4.0,1.0,2.0,2,2,1,7,1.0
32733,b9053067,0,63,4,50.0,16.0,24.0,4,4,0,63,1.0
32737,b911054a,0,6,16,2.0,2.0,2.0,1,16,16,6,1.0
32761,b9300586,0,31,1,26.0,8.0,17.0,1,1,1,31,0.0
32765,b9334ce1,0,10,9,3.0,1.0,1.0,1,9,9,10,0.0
32770,b93b1661,0,3,40,1.0,1.0,1.0,1,40,40,3,0.0
32792,b9628c41,1,566,51,303.0,54.0,158.0,81,37,2,1166,1.0
32815,b9758c18,0,54,15,43.0,7.0,27.0,1,15,15,54,0.0
32817,b978f556,1,17,12,6.0,4.0,5.0,2,11,11,60,0.0
32840,b99bf029,0,112,16,41.0,5.0,22.0,5,16,14,112,0.0
32848,b9b759e5,0,4,11,1.0,1.0,1.0,1,11,11,4,1.0
32900,b9f984c8,0,118,98,59.0,7.0,24.0,10,98,10,118,0.0
32911,ba0e5381,0,4,21,0.0,0.0,0.0,1,21,21,4,1.0
32913,ba10d1b3,0,126,66,73.0,4.0,31.0,8,66,3,126,1.0
32937,ba3c6116,1,1,108,0.0,0.0,0.0,3,76,76,21,1.0
32964,ba57bafd,0,49,132,17.0,2.0,8.0,5,132,16,49,1.0
32969,ba5fd3d5,0,120,52,67.0,17.0,43.0,17,52,5,120,1.0
32980,ba763f0e,0,28,13,12.0,1.0,8.0,3,13,4,28,0.0
33023,babfa00c,0,57,3,38.0,7.0,23.0,3,3,1,57,0.0
33074,bb087f03,0,18,20,0.0,0.0,0.0,3,20,17,18,1.0
33169,bb850737,0,19,6,4.0,4.0,4.0,2,6,4,19,1.0
33174,bb8b4bac,1,3,146,1.0,1.0,1.0,2,144,144,21,1.0
33213,bbbe368d,0,55,2,44.0,8.0,21.0,3,2,2,55,1.0
33230,bbdc8d2f,0,31,52,13.0,7.0,11.0,5,52,19,31,0.0
33259,bc084a47,1,149,118,93.0,12.0,49.0,19,113,1,218,1.0
33272,bc1f34d3,0,509,105,248.0,21.0,42.0,78,105,19,509,1.0
33279,bc29a5ad,0,11,2,4.0,2.0,4.0,1,2,2,11,1.0
33303,bc54f10f,0,228,25,152.0,40.0,117.0,11,25,3,228,0.0
33312,bc5e25d3,0,7,2,2.0,1.0,2.0,1,2,2,7,0.0
33325,bc6e4016,0,33,12,6.0,2.0,4.0,2,12,12,33,0.0
33345,bc906bed,0,84,7,48.0,9.0,20.0,10,7,0,84,1.0
33368,bcc0eb89,0,23,2,17.0,1.0,4.0,1,2,2,23,1.0
33398,bcec4a4e,0,28,84,15.0,6.0,12.0,9,84,37,28,1.0
33516,bd91dd6f,0,16,15,13.0,1.0,4.0,1,15,15,16,0.0
33589,be019810,0,35,0,25.0,3.0,18.0,1,0,0,35,0.0
33606,be0f8552,0,111,10,83.0,10.0,38.0,7,10,1,111,0.0
33614,be1a8730,0,141,1,73.0,21.0,46.0,3,1,0,141,1.0
33627,be32e904,0,23,14,8.0,3.0,5.0,1,14,13,23,0.0
33640,be459921,1,24,20,4.0,2.0,3.0,16,15,3,140,0.0
33704,be9c1bd4,0,8,105,2.0,2.0,2.0,2,105,10,8,0.0
33739,becfcdae,1,235,131,142.0,25.0,87.0,47,80,7,489,1.0
33751,bee59279,1,218,18,155.0,20.0,56.0,10,17,0,219,1.0
33783,bf1916a6,0,4,13,1.0,1.0,1.0,1,13,13,4,0.0
33791,bf247bb8,1,36,1,21.0,2.0,7.0,2,1,0,37,1.0
33804,bf37dc2f,0,117,20,84.0,3.0,35.0,6,20,9,117,0.0
33848,bf7b20fb,0,2,16,1.0,1.0,1.0,1,16,16,2,1.0
33869,bf967b74,2,44,33,19.0,5.0,15.0,12,9,9,375,0.0
33872,bf9a77a8,0,265,75,142.0,9.0,28.0,18,75,2,265,0.0
33909,bfd27a39,0,20,6,12.0,4.0,10.0,2,6,3,20,1.0
33932,bff83fe5,0,87,15,25.0,7.0,15.0,7,15,3,87,1.0
33942,c000a5e5,0,17,149,1.0,1.0,1.0,2,149,13,17,1.0
34021,c06a37cf,0,9,13,5.0,5.0,5.0,1,13,13,9,1.0
34025,c07189c6,0,6,5,2.0,1.0,1.0,1,5,5,6,0.0
34050,c090277b,1,1,65,0.0,0.0,0.0,1,65,65,28,1.0
34053,c095563f,0,111,26,59.0,9.0,23.0,9,26,12,111,0.0
34069,c0b11fe7,0,15,9,3.0,2.0,2.0,2,9,2,15,0.0
34118,c0e9e3ba,0,103,35,51.0,2.0,22.0,12,35,1,103,0.0
34164,c121723e,0,28,16,6.0,6.0,6.0,4,16,0,28,1.0
34196,c1494f44,0,80,29,46.0,7.0,28.0,5,29,0,80,1.0
34206,c1589c15,0,3,1,0.0,0.0,0.0,1,1,1,3,0.0
34233,c190fbdf,0,13,25,3.0,2.0,3.0,2,25,19,13,0.0
34240,c197b684,0,138,31,86.0,8.0,39.0,4,31,9,138,1.0
34246,c1a5d12f,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
34248,c1a63398,1,32,41,2.0,1.0,2.0,22,13,0,185,0.0
34283,c1dc5569,0,8,12,2.0,1.0,1.0,1,12,12,8,0.0
34301,c1f1146c,0,15,43,8.0,1.0,6.0,1,43,43,15,1.0
34312,c203f136,0,12,1,3.0,1.0,1.0,1,1,1,12,0.0
34335,c22a296a,0,19,14,14.0,1.0,7.0,1,14,14,19,1.0
34387,c27c1ef6,0,28,31,10.0,6.0,6.0,3,31,3,28,1.0
34397,c28b49d1,0,223,9,162.0,18.0,88.0,14,9,0,223,1.0
34402,c293d66e,0,7,9,2.0,1.0,2.0,1,9,9,7,0.0
34405,c2993197,0,8,7,2.0,1.0,1.0,1,7,7,8,0.0
34415,c2acc1c5,0,13,0,10.0,3.0,7.0,1,0,0,13,1.0
34442,c2d93a8b,0,12,12,6.0,3.0,5.0,1,12,12,12,0.0
34489,c31d0174,0,349,85,196.0,17.0,87.0,41,85,2,349,1.0
34551,c368e1a8,0,17,104,3.0,2.0,2.0,2,104,2,17,1.0
34627,c3c6ed89,0,186,14,167.0,8.0,68.0,4,14,0,186,0.0
34640,c3dbb913,0,6,13,2.0,1.0,1.0,1,13,13,6,0.0
34657,c3fa3006,0,8,0,5.0,1.0,5.0,1,0,0,8,1.0
34683,c41e9e1b,0,36,84,18.0,4.0,13.0,3,84,19,36,0.0
34771,c48d3e56,0,58,30,20.0,8.0,14.0,5,30,3,58,0.0
34791,c4a76349,0,5,4,2.0,1.0,1.0,1,4,4,5,0.0
34811,c4c60895,0,142,12,114.0,12.0,47.0,5,12,0,142,0.0
34813,c4c8cae4,0,10,98,6.0,4.0,5.0,1,98,98,10,1.0
34818,c4d5cb34,0,138,53,88.0,12.0,42.0,10,53,0,138,1.0
34822,c4d74766,0,153,52,51.0,17.0,33.0,7,52,18,153,1.0
34826,c4e28fae,0,10,14,3.0,2.0,2.0,1,14,14,10,0.0
34835,c4efe914,0,119,16,48.0,13.0,21.0,7,16,4,119,0.0
34844,c4f1e27d,1,305,81,48.0,16.0,38.0,59,72,4,358,1.0
34872,c53889cc,0,293,122,251.0,12.0,59.0,5,122,120,293,1.0
34879,c541c863,1,256,54,146.0,27.0,83.0,11,54,0,276,1.0
34888,c55d5970,0,3,81,0.0,0.0,0.0,1,81,81,3,0.0
34981,c60be13c,1,349,136,52.0,21.0,33.0,65,105,0,605,0.0
34986,c6225978,0,63,14,39.0,6.0,22.0,2,14,6,63,0.0
34992,c625bb36,0,53,37,37.0,19.0,29.0,3,37,9,53,1.0
35078,c6bdfde4,0,117,45,47.0,11.0,21.0,9,45,12,117,1.0
35183,c7641d93,1,0,134,0.0,0.0,0.0,3,133,133,26,1.0
35213,c779237f,2,209,129,130.0,13.0,51.0,86,77,5,661,1.0
35246,c792a751,0,56,55,30.0,3.0,17.0,8,55,10,56,1.0
35267,c7a44f62,7,45,17,14.0,4.0,8.0,27,14,1,310,0.0
35278,c7b0fc4a,0,9,7,6.0,1.0,5.0,1,7,7,9,0.0
35282,c7b90f94,0,45,3,30.0,5.0,22.0,3,3,0,45,1.0
35305,c7cc2c23,5,93,143,82.0,11.0,47.0,76,6,0,1561,1.0
35332,c8017cd2,0,65,146,25.0,11.0,20.0,8,146,0,65,1.0
35358,c8302549,0,53,13,19.0,2.0,10.0,8,13,0,53,1.0
35382,c857d06f,0,48,2,28.0,4.0,14.0,2,2,2,48,0.0
35393,c86d8231,0,5,1,2.0,1.0,2.0,1,1,1,5,0.0
35418,c889cf1c,0,8,4,2.0,1.0,1.0,1,4,4,8,0.0
35466,c8e97a97,0,113,21,57.0,27.0,36.0,6,21,9,113,0.0
35520,c93789af,0,47,10,15.0,7.0,8.0,8,10,6,47,1.0
35534,c943c384,0,94,67,53.0,15.0,28.0,4,67,61,94,1.0
35551,c96b63f0,0,166,12,34.0,10.0,17.0,14,12,3,166,0.0
35607,c9a83ddf,0,106,9,65.0,3.0,16.0,17,9,0,106,1.0
35626,c9c59030,0,14,4,9.0,2.0,7.0,2,4,3,14,1.0
35627,c9c822d0,0,45,1,37.0,4.0,26.0,1,1,1,45,1.0
35634,c9c96c81,6,32,20,25.0,5.0,15.0,19,1,0,625,1.0
35635,c9cafdc3,0,19,12,3.0,2.0,3.0,1,12,12,19,0.0
35679,ca01d8c7,1,62,1,40.0,7.0,22.0,2,1,1,63,0.0
35705,ca24dc30,0,14,20,5.0,2.0,3.0,4,20,9,14,1.0
35709,ca2f8c80,0,26,11,9.0,5.0,7.0,2,11,4,26,0.0
35712,ca353f47,0,7,10,3.0,2.0,3.0,1,10,10,8,0.0
35718,ca3e78ba,0,5,6,3.0,1.0,3.0,1,6,6,5,0.0
35741,ca6641dc,0,153,135,38.0,10.0,24.0,21,135,5,153,1.0
35787,cab4b7c2,0,17,14,2.0,1.0,2.0,1,14,14,17,0.0
35792,cac0d316,0,116,12,67.0,18.0,45.0,4,12,0,116,0.0
35844,cb0e1f46,0,147,42,54.0,14.0,34.0,12,42,2,147,1.0
35898,cb549a59,0,12,2,3.0,1.0,1.0,2,2,2,12,1.0
35911,cb67cccc,0,9,8,2.0,1.0,2.0,1,8,8,9,0.0
35917,cb707309,0,99,110,68.0,10.0,34.0,11,110,0,99,1.0
35962,cba8fb47,0,54,28,17.0,9.0,14.0,4,28,8,54,1.0
35963,cbadfe11,0,69,36,41.0,3.0,18.0,3,36,29,69,1.0
35974,cbc5ba50,2,1,38,0.0,0.0,0.0,17,7,7,228,0.0
36023,cc07e754,0,287,126,228.0,35.0,113.0,15,126,1,287,1.0
36027,cc10d938,0,52,55,19.0,12.0,18.0,4,55,23,52,1.0
36083,cc59ab30,2,202,52,39.0,19.0,29.0,47,42,12,358,1.0
36125,cca04441,0,42,1,10.0,5.0,7.0,1,1,1,42,1.0
36130,cca96282,0,81,96,22.0,6.0,10.0,5,96,14,81,1.0
36141,ccab0d33,8,71,80,17.0,5.0,9.0,27,2,2,286,0.0
36145,ccaf49db,0,21,5,6.0,1.0,1.0,1,5,5,21,0.0
36191,cd02ff84,0,119,1,99.0,3.0,34.0,4,1,0,119,0.0
36204,cd14f7e9,0,27,15,3.0,3.0,3.0,6,15,1,27,0.0
36213,cd1fe208,0,28,12,22.0,3.0,6.0,2,12,0,28,1.0
36229,cd393c0c,0,19,116,4.0,1.0,4.0,2,116,103,19,1.0
36241,cd4aae14,2,8,14,3.0,2.0,2.0,13,1,1,211,1.0
36249,cd5adb3f,0,22,2,17.0,1.0,11.0,1,2,2,22,0.0
36267,cd77d56f,0,190,14,30.0,11.0,20.0,33,14,1,190,1.0
36271,cd7c8073,0,9,37,5.0,1.0,4.0,1,37,37,9,1.0
36290,cd91b8db,0,31,104,6.0,4.0,4.0,5,104,88,31,1.0
36319,cdbd7c3f,0,4,79,0.0,0.0,0.0,1,79,79,4,1.0
36350,cdf6310e,0,4,8,1.0,1.0,1.0,1,8,8,4,0.0
36358,cdfe9db1,0,14,0,8.0,2.0,4.0,2,0,0,14,1.0
36367,ce063834,0,10,27,5.0,1.0,4.0,1,27,27,10,1.0
36387,ce1e7a08,0,412,41,381.0,41.0,213.0,6,41,24,412,1.0
36401,ce30b977,0,362,66,267.0,52.0,155.0,20,66,4,362,1.0
36406,ce386a8b,0,10,3,5.0,3.0,4.0,1,3,3,10,1.0
36416,ce47c38d,0,83,109,22.0,10.0,13.0,8,109,10,83,0.0
36423,ce580ee2,0,156,8,98.0,4.0,48.0,6,8,1,156,0.0
36426,ce59cb7b,0,35,26,11.0,3.0,5.0,3,26,6,35,0.0
36427,ce5aa06d,0,135,9,108.0,12.0,58.0,8,9,1,135,1.0
36512,cefa8497,0,13,12,3.0,2.0,3.0,1,12,12,13,0.0
36516,cf0231f4,0,65,9,52.0,19.0,39.0,1,9,9,65,1.0
36520,cf06b034,0,7,7,2.0,1.0,1.0,1,7,7,7,0.0
36556,cf326455,0,30,141,9.0,3.0,5.0,4,141,1,30,0.0
36561,cf34986f,0,15,26,5.0,1.0,3.0,2,26,11,15,0.0
36581,cf4a0b23,0,8,6,6.0,1.0,3.0,1,6,6,8,0.0
36592,cf618493,0,76,14,56.0,18.0,39.0,2,14,14,76,0.0
36606,cf6fa3f9,0,30,12,11.0,1.0,3.0,3,12,0,30,0.0
36611,cf734779,1,7,143,2.0,1.0,1.0,6,2,2,37,0.0
36622,cf7d0dc5,0,189,112,109.0,13.0,51.0,17,112,2,189,0.0
36683,cfcccc8e,0,27,28,11.0,3.0,5.0,7,28,18,27,1.0
36685,cfce6bdf,0,10,12,3.0,3.0,3.0,1,12,12,10,0.0
36743,d01dd3b6,0,8,1,2.0,2.0,2.0,2,1,1,8,0.0
36752,d02535be,0,86,6,37.0,5.0,16.0,11,6,1,86,1.0
36811,d0842654,0,70,77,30.0,10.0,20.0,10,77,14,70,0.0
36823,d08d505e,0,432,27,308.0,37.0,131.0,18,27,0,432,1.0
36849,d0b6a03c,0,64,70,8.0,4.0,7.0,13,70,3,64,0.0
36874,d0d3af1e,0,7,0,2.0,2.0,2.0,1,0,0,7,1.0
36896,d0fade91,0,20,9,9.0,5.0,8.0,2,9,7,20,0.0
36909,d10826a4,3,4,58,1.0,1.0,1.0,22,2,2,356,1.0
36952,d1320839,0,71,61,26.0,8.0,15.0,3,61,19,71,1.0
36962,d14498ad,0,33,6,23.0,3.0,15.0,2,6,5,33,0.0
36973,d14b97f6,1,18,29,1.0,1.0,1.0,11,29,21,61,1.0
37039,d1883adc,0,49,68,24.0,2.0,12.0,5,68,2,49,1.0
37057,d19f03b8,0,32,69,6.0,3.0,4.0,2,69,66,32,1.0
37113,d1d94a04,0,8,3,1.0,1.0,1.0,2,3,1,8,0.0
37120,d1e0a74d,0,3,9,0.0,0.0,0.0,1,9,9,3,0.0
37164,d226f4e3,0,16,77,13.0,1.0,12.0,1,77,77,16,0.0
37168,d22e3d7c,0,70,13,34.0,5.0,20.0,4,13,9,70,0.0
37183,d242761f,0,4,12,1.0,1.0,1.0,1,12,12,4,0.0
37186,d2465804,0,124,20,65.0,7.0,19.0,10,20,0,124,1.0
37214,d2646614,0,202,65,72.0,12.0,44.0,24,65,7,202,1.0
37231,d278c8bf,0,19,0,4.0,1.0,3.0,1,0,0,19,0.0
37285,d2d71517,0,4,9,1.0,1.0,1.0,1,9,9,4,0.0
37289,d2dbe0a4,0,36,9,22.0,6.0,13.0,3,9,0,36,1.0
37312,d2f866aa,0,46,14,9.0,4.0,5.0,4,14,0,46,0.0
37343,d32d9712,0,4,0,0.0,0.0,0.0,2,0,0,4,0.0
37355,d343d6ee,0,75,15,40.0,4.0,17.0,2,15,15,75,0.0
37361,d34da714,0,1,3,0.0,0.0,0.0,1,3,3,1,0.0
37362,d34e4f51,0,416,57,280.0,17.0,128.0,22,57,0,416,1.0
37418,d39b1961,0,14,12,6.0,3.0,3.0,3,12,10,14,1.0
37427,d3a7eaaf,0,3,1,1.0,1.0,1.0,1,1,1,3,1.0
37430,d3ad9696,0,7,1,1.0,1.0,1.0,1,1,1,7,0.0
37456,d3c921b6,0,15,0,5.0,2.0,3.0,3,0,0,15,0.0
37468,d3db9a49,0,49,120,43.0,7.0,25.0,2,120,10,49,1.0
37481,d3eb95ae,0,69,112,12.0,8.0,9.0,10,112,51,69,1.0
37523,d4307d12,0,43,0,27.0,6.0,18.0,1,0,0,43,0.0
37528,d4335b98,0,11,1,0.0,0.0,0.0,1,1,1,11,1.0
37532,d4370ca7,1,20,22,17.0,2.0,10.0,4,1,0,46,1.0
37548,d44923a0,0,10,19,4.0,1.0,4.0,1,19,19,10,1.0
37558,d4532152,0,21,2,4.0,4.0,4.0,2,2,2,21,0.0
37559,d453a08b,0,91,7,62.0,21.0,37.0,4,7,3,91,1.0
37576,d46b09ab,0,16,7,6.0,3.0,4.0,2,7,6,16,0.0
37614,d4a93f4b,2,0,15,0.0,0.0,0.0,2,15,15,20,0.0
37626,d4c8daf6,0,160,19,110.0,29.0,60.0,16,19,0,160,0.0
37656,d4f0dd78,0,5,9,1.0,1.0,1.0,1,9,9,5,1.0
37679,d51220a3,0,17,79,6.0,4.0,6.0,4,79,66,17,1.0
37684,d520c4a3,0,35,16,18.0,7.0,12.0,5,16,7,35,0.0
37692,d52d4241,1,9,69,0.0,0.0,0.0,15,15,3,93,0.0
37727,d55e6db6,0,30,128,6.0,2.0,3.0,7,128,11,30,0.0
37731,d5607b36,0,4,58,0.0,0.0,0.0,1,58,58,4,1.0
37735,d562b322,0,29,1,7.0,5.0,5.0,2,1,0,29,1.0
37808,d5e618d5,0,3,0,1.0,1.0,1.0,1,0,0,3,0.0
37843,d619d363,0,119,31,43.0,14.0,19.0,26,31,0,119,0.0
37850,d6278380,0,48,88,17.0,4.0,14.0,7,88,56,48,1.0
37854,d62a8f55,0,15,120,7.0,2.0,5.0,2,120,58,15,1.0
37860,d62f917c,0,29,6,6.0,2.0,4.0,3,6,4,29,0.0
37897,d662c05d,0,13,5,8.0,4.0,7.0,1,5,5,13,1.0
37968,d6c683eb,0,13,3,7.0,3.0,5.0,2,3,3,13,0.0
37973,d6c8f13f,1,30,84,8.0,3.0,5.0,17,16,2,281,0.0
37974,d6ccfb78,0,28,0,18.0,2.0,7.0,3,0,0,28,1.0
37986,d6da4843,0,4,8,1.0,1.0,1.0,1,8,8,4,1.0
37988,d6db0770,1,451,104,318.0,30.0,135.0,86,72,3,859,1.0
38005,d6f89585,1,1,77,0.0,0.0,0.0,1,77,77,17,1.0
38048,d73030a1,0,74,12,15.0,8.0,12.0,2,12,11,74,1.0
38049,d73248e1,0,150,8,121.0,31.0,82.0,7,8,0,150,0.0
38095,d773855e,0,19,12,8.0,2.0,5.0,4,12,10,19,0.0
38114,d78a5b57,2,18,12,4.0,1.0,2.0,5,0,0,48,1.0
38151,d7c3a489,0,122,16,88.0,39.0,44.0,2,16,15,122,1.0
38168,d7e012b6,1,42,59,8.0,4.0,6.0,35,38,14,174,0.0
38186,d8001b23,0,178,149,84.0,9.0,49.0,20,149,6,178,1.0
38187,d8006cea,0,36,24,9.0,4.0,7.0,2,24,16,36,0.0
38200,d811b534,1,228,117,52.0,7.0,21.0,30,71,4,388,1.0
38202,d81248f4,0,11,12,7.0,1.0,4.0,2,12,2,11,1.0
38229,d8496ea5,0,11,14,3.0,1.0,1.0,1,14,14,11,0.0
38325,d8ceaf09,0,22,22,5.0,1.0,2.0,3,22,3,22,1.0
38332,d8d6b0da,0,1,7,0.0,0.0,0.0,1,7,7,1,0.0
38356,d8fa7106,0,66,3,44.0,5.0,21.0,2,3,1,66,1.0
38387,d922bd0a,0,4,8,1.0,1.0,1.0,1,8,8,4,0.0
38476,d9834290,0,22,115,6.0,4.0,4.0,3,115,59,22,1.0
38523,d9e14759,0,7,7,3.0,1.0,2.0,1,7,7,7,0.0
38566,da21172c,2,17,80,5.0,4.0,4.0,25,3,0,169,1.0
38627,da8c99f3,0,64,4,43.0,8.0,29.0,4,4,0,64,0.0
38644,daa04243,0,32,30,7.0,3.0,6.0,4,30,3,32,1.0
38652,daac08c2,0,152,146,87.0,14.0,38.0,15,146,2,152,1.0
38668,dabdf279,0,22,11,10.0,4.0,8.0,1,11,11,22,0.0
38678,dac74d52,0,10,30,7.0,2.0,6.0,1,30,30,10,1.0
38701,daea745c,1,116,93,49.0,7.0,28.0,68,48,3,736,0.0
38721,db0d01b6,0,103,146,34.0,12.0,31.0,20,146,10,103,0.0
38728,db127b75,0,168,133,100.0,14.0,46.0,10,133,73,168,1.0
38737,db2a631d,0,16,9,8.0,3.0,7.0,3,9,1,16,1.0
38741,db2c4d27,1,450,111,81.0,7.0,28.0,82,70,29,564,1.0
38771,db6657a1,0,7,9,2.0,1.0,1.0,1,9,9,7,0.0
38780,db79a477,0,36,23,19.0,7.0,11.0,4,23,0,36,0.0
38791,db8cab53,0,8,1,1.0,1.0,1.0,1,1,1,8,0.0
38804,db9cbf56,0,64,9,43.0,10.0,27.0,4,9,5,64,1.0
38808,db9fc17f,0,10,16,4.0,4.0,4.0,1,16,16,10,0.0
38864,dbfd7541,0,82,8,41.0,5.0,24.0,6,8,0,82,0.0
38871,dc062713,0,24,26,8.0,6.0,7.0,1,26,26,24,0.0
38884,dc1aecbf,0,12,7,4.0,3.0,3.0,2,7,0,12,1.0
38887,dc23f69b,0,66,20,38.0,5.0,23.0,5,20,14,66,1.0
38922,dc4f77c9,0,11,12,3.0,1.0,2.0,1,12,12,11,0.0
38933,dc5ebb9d,1,46,39,28.0,9.0,19.0,9,7,5,91,1.0
38959,dc90d765,0,67,3,58.0,10.0,37.0,2,3,0,67,1.0
38962,dc9a4a21,0,3,2,1.0,1.0,1.0,1,2,2,3,1.0
38994,dcd06e12,0,29,0,14.0,3.0,8.0,1,0,0,29,0.0
39000,dcdad2cf,0,176,7,106.0,17.0,41.0,12,7,1,176,1.0
39002,dcdfdee1,0,11,11,7.0,3.0,5.0,1,11,11,11,0.0
39035,dd1b2e9e,0,33,62,23.0,7.0,19.0,1,62,62,33,0.0
39047,dd282408,0,41,6,26.0,7.0,18.0,2,6,1,41,0.0
39085,dd561eb9,0,420,7,267.0,46.0,133.0,15,7,0,420,1.0
39126,dd8e0ec4,0,98,58,29.0,7.0,14.0,7,58,4,98,1.0
39128,dd8f26f3,0,170,89,107.0,17.0,57.0,13,89,1,170,0.0
39140,dd9e5bce,0,180,96,47.0,17.0,26.0,23,96,16,180,1.0
39154,ddb52682,0,23,50,6.0,2.0,4.0,3,50,15,23,1.0
39169,ddc538e7,0,51,110,11.0,8.0,11.0,13,110,3,51,1.0
39209,ddf18b4b,0,16,12,4.0,1.0,3.0,1,12,12,16,0.0
39218,ddffeabe,0,4,2,1.0,1.0,1.0,1,2,2,4,0.0
39238,de1fdf0d,0,9,119,0.0,0.0,0.0,1,119,119,9,0.0
39253,de3bb208,0,163,44,61.0,14.0,31.0,13,44,9,163,1.0
39255,de41fa13,1,5,5,1.0,1.0,1.0,2,5,2,14,1.0
39270,de5439e4,1,199,36,87.0,22.0,40.0,25,36,1,207,1.0
39271,de546bcf,0,154,93,64.0,13.0,43.0,20,93,14,154,0.0
39317,de8f267e,0,14,14,7.0,2.0,4.0,2,14,14,14,0.0
39339,deaafef0,0,72,30,49.0,14.0,41.0,4,30,16,72,1.0
39367,debd9a82,7,1,28,0.0,0.0,0.0,11,9,9,73,0.0
39376,dec8c57f,0,712,68,609.0,20.0,151.0,47,68,8,712,1.0
39396,dee717a2,0,15,14,5.0,1.0,3.0,1,14,14,15,0.0
39400,dee89268,0,67,36,33.0,14.0,27.0,3,36,0,67,0.0
39420,df049227,0,42,3,19.0,6.0,12.0,2,3,3,42,0.0
39430,df0fc787,0,6,20,0.0,0.0,0.0,1,20,20,6,0.0
39433,df151fff,0,11,2,8.0,1.0,5.0,1,2,2,11,1.0
39441,df17c8fc,1,0,43,0.0,0.0,0.0,5,0,0,165,1.0
39449,df1d60f5,0,453,32,250.0,45.0,124.0,19,32,0,453,0.0
39466,df2ed884,0,36,18,25.0,4.0,12.0,1,18,18,36,1.0
39469,df31eeca,0,20,1,10.0,1.0,6.0,1,1,1,20,0.0
39471,df3417c5,0,4,4,1.0,1.0,1.0,1,4,4,4,0.0
39490,df6563ba,0,15,40,1.0,1.0,1.0,2,40,9,15,1.0
39519,df8d8f02,0,5,113,0.0,0.0,0.0,2,113,111,5,0.0
39525,df92cea7,0,63,103,20.0,6.0,9.0,7,103,1,63,0.0
39556,dfc781a3,0,33,14,2.0,2.0,2.0,4,14,7,33,1.0
39563,dfd4cbc0,0,60,3,24.0,8.0,17.0,2,3,3,60,1.0
39572,dfe7c58a,0,153,5,127.0,3.0,21.0,5,5,0,153,1.0
39576,dfee630e,0,28,62,4.0,2.0,3.0,5,62,1,28,1.0
39585,e0087e1e,0,14,11,3.0,1.0,1.0,1,11,11,14,0.0
39590,e00c48f6,0,27,76,9.0,4.0,4.0,1,76,76,27,0.0
39608,e0295a60,0,8,1,2.0,1.0,1.0,1,1,1,8,0.0
39654,e0793a8c,1,10,9,5.0,2.0,4.0,2,9,1,28,0.0
39763,e109f0a4,0,117,41,47.0,26.0,34.0,9,41,0,117,1.0
39819,e1494554,0,7,4,4.0,1.0,3.0,1,4,4,7,0.0
39828,e154c55d,0,84,13,34.0,7.0,25.0,4,13,4,84,0.0
39840,e165a982,0,7,86,1.0,1.0,1.0,1,86,86,7,1.0
39848,e173db2a,0,9,34,1.0,1.0,1.0,2,34,33,9,0.0
39966,e2086c5f,0,38,16,23.0,5.0,17.0,4,16,13,38,0.0
39987,e21efac9,0,16,14,3.0,2.0,2.0,1,14,14,16,1.0
40015,e238932e,2,65,138,52.0,11.0,28.0,16,10,7,165,1.0
40018,e2430c42,0,21,9,11.0,5.0,10.0,3,9,2,21,0.0
40028,e251c837,0,103,1,66.0,21.0,33.0,3,1,1,103,0.0
40029,e254a541,0,19,1,13.0,2.0,4.0,1,1,1,19,0.0
40054,e261a72d,0,6,13,4.0,1.0,2.0,1,13,13,6,1.0
40129,e2c8e1c1,0,19,1,8.0,2.0,8.0,1,1,1,19,1.0
40144,e2e11750,0,48,8,24.0,3.0,9.0,2,8,3,48,0.0
40165,e2f3512b,0,14,112,8.0,3.0,7.0,1,112,112,14,1.0
40200,e33469ee,0,34,14,12.0,2.0,6.0,1,14,14,34,0.0
40208,e3407832,0,60,44,24.0,7.0,13.0,9,44,1,60,0.0
