,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,promedio_sesiones_sec,#act_ult30dias,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
26528,963162c3,1,19,77,5.0,2.0,3.0,5,206.0,8.0,77,4,41,0.0
26538,96403604,0,5,1,0.0,0.0,0.0,1,85.0,5.0,1,1,5,1.0
26557,9656ef50,0,268,30,224.0,13.0,98.0,16,455.0,268.0,30,0,268,1.0
26565,96617e98,0,53,3,42.0,7.0,25.0,2,266.0,53.0,3,1,53,0.0
26646,96f2a893,0,14,9,2.0,2.0,2.0,1,217.0,14.0,9,9,14,0.0
26708,97584b71,0,104,58,35.0,13.0,20.0,11,1090.0,13.0,58,5,104,1.0
26722,977571d3,0,155,44,98.0,25.0,51.0,10,372.0,135.0,44,11,155,1.0
26762,97b9e8fd,0,5,29,1.0,1.0,1.0,1,410.0,5.0,29,29,5,0.0
26776,97d48b28,0,54,6,38.0,2.0,8.0,3,360.0,54.0,6,5,54,1.0
26805,980269d6,0,81,22,70.0,23.0,56.0,4,271.0,81.0,22,8,81,1.0
26822,980f4d2f,0,41,129,26.0,4.0,14.0,3,672.0,0.0,129,109,41,1.0
26841,982b2cc0,0,23,25,4.0,3.0,4.0,6,36.0,23.0,25,0,23,0.0
26888,9886cd72,0,435,27,225.0,22.0,51.0,43,608.0,435.0,27,0,435,1.0
26906,989ed94b,0,23,26,14.0,1.0,7.0,3,457.00000000000006,23.0,26,4,23,1.0
26912,98a503ee,5,62,115,28.0,5.0,13.0,7,572.0,0.0,115,74,91,1.0
26919,98b0c9a6,0,38,94,10.0,4.0,8.0,4,255.00000000000003,10.0,94,16,38,1.0
26970,98ff5b1d,0,6,8,1.0,1.0,1.0,1,110.0,6.0,8,8,6,1.0
26990,992b7e3a,0,16,1,6.0,3.0,4.0,2,245.00000000000003,16.0,1,0,16,1.0
27010,994e240f,0,4,5,1.0,1.0,1.0,1,8.0,4.0,5,5,4,0.0
27027,995b29d8,0,11,9,2.0,2.0,2.0,1,706.0,11.0,9,9,11,0.0
27033,9966fcbe,0,100,103,28.0,16.0,19.0,8,366.0,10.0,103,21,100,0.0
27036,9968af36,0,85,82,26.0,13.0,18.0,2,1957.0000000000002,0.0,82,72,85,0.0
27050,9977a033,0,33,33,9.0,7.0,8.0,4,404.0,30.0,33,9,33,1.0
27082,99a29f1c,0,136,30,69.0,4.0,28.0,22,207.0,136.0,30,1,136,0.0
27097,99b416e9,1,1,53,0.0,0.0,0.0,3,530.0,0.0,52,52,33,1.0
27107,99c11fb0,0,427,52,286.0,23.0,95.0,33,645.0,411.0,52,0,427,1.0
27116,99d0958d,0,169,100,127.0,15.0,61.0,10,536.0,163.0,100,9,169,1.0
27119,99d5815f,0,7,7,4.0,1.0,4.0,1,122.00000000000001,7.0,7,7,7,1.0
27123,99dc6acc,0,28,8,14.0,4.0,12.0,1,1428.0,28.0,8,8,28,1.0
27138,99e9529f,0,4,0,1.0,1.0,1.0,1,1.0,4.0,0,0,4,0.0
27167,9a15a1c1,0,7,29,2.0,2.0,2.0,2,4.0,7.0,29,9,7,1.0
27187,9a42871e,0,14,58,2.0,2.0,2.0,2,592.0,0.0,58,54,14,1.0
27258,9aacd29f,2,9,15,3.0,1.0,3.0,12,641.0,58.0,12,10,58,0.0
27291,9adcc17a,0,284,94,264.0,27.0,139.0,6,1180.0,54.0,94,9,284,1.0
27376,9b502e14,0,34,6,9.0,6.0,8.0,3,398.0,34.0,6,6,34,0.0
27417,9b8d001b,5,182,80,109.0,19.0,52.0,52,814.0,0.0,59,49,825,1.0
27442,9ba8e3c5,0,305,17,188.0,40.0,98.0,17,421.0,305.0,17,6,305,0.0
27451,9bb0f7dd,0,30,15,12.0,8.0,11.0,3,180.0,30.0,15,13,30,1.0
27452,9bb3af27,0,59,14,17.0,9.0,12.0,4,371.0,59.0,14,13,59,1.0
27487,9bd3f9bc,3,505,105,304.0,18.0,85.0,38,613.0,121.0,96,1,558,1.0
27526,9c0c2956,0,25,13,17.0,3.0,7.0,4,208.0,25.0,13,4,25,1.0
27530,9c11fd4c,0,213,13,154.0,29.0,60.0,3,2172.0,213.0,13,8,213,1.0
27533,9c16528f,0,4,8,1.0,1.0,1.0,1,17.0,4.0,8,8,4,0.0
27556,9c3966bb,0,50,0,28.0,9.0,24.0,1,959.0000000000001,50.0,0,0,50,0.0
27557,9c3d3783,0,124,13,108.0,17.0,56.0,4,563.0,124.0,13,0,124,1.0
27581,9c6290b1,0,60,4,38.0,5.0,21.0,4,506.00000000000006,60.0,4,3,60,0.0
27618,9c8bc437,0,27,13,6.0,2.0,4.0,4,163.0,27.0,13,7,27,1.0
27644,9cb6cb64,0,25,0,13.0,9.0,10.0,1,1799.0,25.0,0,0,25,1.0
27685,9cfc7f80,0,15,6,2.0,1.0,2.0,1,1270.0,15.0,6,6,15,0.0
27698,9d11b2e1,0,195,17,161.0,28.0,102.0,7,1393.0,195.0,17,12,195,0.0
27718,9d34360c,0,21,15,9.0,2.0,5.0,4,236.00000000000003,21.0,15,6,21,0.0
27728,9d42fe34,0,9,7,4.0,1.0,2.0,1,229.00000000000003,9.0,7,7,9,0.0
27739,9d52ab5f,1,1,81,0.0,0.0,0.0,10,332.0,37.0,6,6,76,0.0
27812,9db782a0,0,67,2,38.0,9.0,19.0,6,1168.0,67.0,2,0,67,0.0
27824,9dccdfee,0,46,5,19.0,3.0,12.0,9,259.0,46.0,5,1,46,0.0
27829,9dcfb536,0,9,54,3.0,1.0,2.0,1,54.0,0.0,54,54,9,1.0
27857,9df69e34,1,0,6,0.0,0.0,0.0,1,1902.0000000000002,26.0,6,6,26,0.0
27861,9dff3025,0,17,3,5.0,4.0,5.0,4,184.0,17.0,3,1,17,0.0
27884,9e160f67,3,13,64,7.0,2.0,5.0,20,614.0,87.0,19,7,320,1.0
27910,9e42dbf1,1,309,33,245.0,41.0,136.0,35,227.0,414.0,16,3,479,1.0
27934,9e5b7a37,0,8,0,1.0,1.0,1.0,1,790.0,8.0,0,0,8,1.0
27951,9e6ff614,0,13,26,5.0,2.0,4.0,3,43.0,13.0,26,12,13,0.0
27968,9e8567de,0,28,3,20.0,5.0,18.0,3,260.0,28.0,3,0,28,1.0
27983,9e9a9651,0,13,2,10.0,1.0,7.0,1,176.0,13.0,2,2,13,1.0
27990,9ea5dedf,0,24,23,10.0,3.0,7.0,2,264.0,24.0,23,14,24,1.0
28040,9ee8b95d,0,50,11,23.0,7.0,12.0,12,243.00000000000003,50.0,11,1,50,1.0
28069,9f0ca520,0,4,10,1.0,1.0,1.0,1,68.0,4.0,10,10,4,0.0
28079,9f26665b,0,23,76,8.0,4.0,6.0,4,259.0,0.0,76,47,23,0.0
28116,9f58eccb,2,63,100,44.0,5.0,25.0,9,245.00000000000003,63.0,9,3,146,1.0
28147,9f85f3bf,0,379,29,300.0,45.0,146.0,20,1107.0,379.0,29,1,379,1.0
28158,9f98e0ea,0,81,71,15.0,9.0,12.0,8,593.0,39.0,71,0,81,1.0
28167,9fa3ee4e,0,10,34,2.0,1.0,1.0,2,36.0,3.0,34,11,10,1.0
28178,9fb24eca,0,13,7,4.0,2.0,2.0,1,197.0,13.0,7,7,13,0.0
28186,9fbc9d91,0,50,115,14.0,4.0,9.0,7,311.0,6.0,115,28,50,1.0
28195,9fc502eb,0,22,16,12.0,1.0,4.0,2,170.0,22.0,16,0,22,1.0
28197,9fca071a,1,7,0,2.0,1.0,1.0,1,461.00000000000006,31.0,0,0,31,1.0
28249,a008b5c4,0,19,9,10.0,1.0,7.0,3,267.0,19.0,9,1,19,0.0
28266,a01b3dbf,1,86,36,35.0,5.0,18.0,14,473.00000000000006,66.0,36,5,157,1.0
28297,a0536716,0,32,4,25.0,15.0,22.0,1,516.0,32.0,4,4,32,0.0
28380,a0b2e467,0,4,81,1.0,1.0,1.0,1,67.0,0.0,81,81,4,1.0
28401,a0de02fd,0,4,6,1.0,1.0,1.0,1,19.0,4.0,6,6,4,0.0
28442,a1182406,3,76,125,62.0,16.0,41.0,19,500.00000000000006,29.0,71,0,461,1.0
28443,a11be3a7,0,76,4,23.0,9.0,14.0,4,432.0,76.0,4,3,76,0.0
28449,a1266388,0,88,61,36.0,13.0,25.0,14,66.0,23.0,61,3,88,1.0
28462,a142c7d0,0,7,5,3.0,1.0,1.0,1,464.00000000000006,7.0,5,5,7,0.0
28481,a16bc220,0,32,2,15.0,3.0,7.0,2,242.00000000000003,32.0,2,2,32,1.0
28509,a1918050,2,107,6,42.0,7.0,25.0,31,280.0,129.0,6,0,129,0.0
28521,a1b0d9e0,1,25,1,11.0,4.0,5.0,4,367.0,39.0,1,0,39,1.0
28547,a1c967fa,0,5,13,2.0,2.0,2.0,1,56.0,5.0,13,13,5,0.0
28550,a1d1e7de,0,12,26,4.0,3.0,4.0,3,61.00000000000001,12.0,26,0,12,1.0
28592,a20774c5,0,4,9,1.0,1.0,1.0,1,65.0,4.0,9,9,4,0.0
28600,a20d70d4,0,40,102,15.0,4.0,10.0,1,1558.0,0.0,102,102,40,1.0
28609,a21475b3,0,395,72,331.0,18.0,102.0,15,627.0,374.0,72,0,395,1.0
28637,a2262fb7,0,8,1,7.0,4.0,5.0,1,353.0,8.0,1,1,8,1.0
28688,a279339a,0,11,4,2.0,2.0,2.0,1,147.0,11.0,4,4,11,0.0
28718,a2a4a31f,0,18,76,11.0,2.0,6.0,3,49.0,0.0,76,54,18,1.0
28748,a2ce8f2c,0,129,12,47.0,12.0,21.0,13,333.0,129.0,12,0,129,0.0
28772,a2f9e8a3,0,53,70,30.0,8.0,15.0,6,254.00000000000003,12.0,70,24,53,1.0
28831,a3548a03,0,5,7,2.0,2.0,2.0,1,31.000000000000004,5.0,7,7,5,1.0
28844,a36ec27c,0,19,66,3.0,2.0,2.0,3,160.0,0.0,66,65,19,1.0
28871,a3a172ed,0,29,7,13.0,3.0,5.0,4,950.0000000000001,29.0,7,3,29,0.0
28873,a3a339fa,0,20,48,7.0,4.0,5.0,3,77.0,15.0,48,14,20,0.0
28913,a3cd4fbd,0,5,27,3.0,1.0,3.0,1,15.000000000000002,5.0,27,27,5,1.0
28918,a3d262fe,2,5,68,0.0,0.0,0.0,4,182.0,0.0,68,67,18,1.0
28925,a3e01fff,0,402,8,361.0,39.0,154.0,10,1248.0,402.0,8,3,402,0.0
28939,a3f5d158,0,62,7,26.0,7.0,15.0,7,236.00000000000003,62.0,7,0,62,1.0
28940,a3f60054,0,20,1,8.0,1.0,5.0,1,765.0,20.0,1,1,20,0.0
29027,a4776a91,0,3,1,0.0,0.0,0.0,1,24.0,3.0,1,1,3,0.0
29028,a47995d2,0,8,7,2.0,1.0,1.0,1,110.0,8.0,7,7,8,0.0
29033,a47e321a,0,10,38,6.0,2.0,4.0,1,48.0,0.0,38,38,10,1.0
29059,a4a8b4f0,1,36,64,33.0,5.0,24.0,12,431.0,170.0,14,13,454,0.0
29062,a4aa59fd,2,10,93,1.0,1.0,1.0,11,509.00000000000006,0.0,70,64,111,1.0
29070,a4c1c28e,0,27,15,11.0,6.0,9.0,1,600.0,27.0,15,15,27,0.0
29130,a51ac94e,0,68,1,41.0,4.0,20.0,4,513.0,68.0,1,0,68,1.0
29260,a5dcb933,0,24,4,5.0,2.0,3.0,2,758.0,24.0,4,0,24,0.0
29365,a68512f8,0,74,14,18.0,12.0,15.0,2,614.0,74.0,14,14,74,0.0
29378,a694ac18,5,58,43,18.0,11.0,16.0,12,863.0,35.0,40,6,113,1.0
29379,a695142e,0,61,7,22.0,13.0,19.0,1,1825.0,61.0,7,7,61,0.0
29391,a6a517d3,1,16,4,2.0,2.0,2.0,3,210.0,28.0,3,0,28,0.0
29411,a6bbee3d,5,42,91,14.0,2.0,5.0,74,230.00000000000003,316.0,5,0,675,1.0
29413,a6c031ba,0,71,71,29.0,11.0,20.0,6,367.0,0.0,71,44,71,1.0
29432,a6d7a3c6,0,13,1,9.0,1.0,6.0,2,50.0,13.0,1,0,13,1.0
29462,a6fcd8d8,4,4,3,1.0,1.0,1.0,2,2408.0,77.0,2,2,77,0.0
29464,a6fda359,0,11,10,4.0,3.0,4.0,1,1900.0000000000002,11.0,10,10,11,0.0
29489,a7255b6b,0,4,2,1.0,1.0,1.0,1,12.0,4.0,2,2,4,0.0
29500,a732f425,0,72,19,38.0,11.0,25.0,8,123.00000000000001,72.0,19,12,72,0.0
29501,a734485c,0,4,141,1.0,1.0,1.0,1,6.0,0.0,141,141,4,1.0
29541,a779434c,0,34,3,4.0,3.0,4.0,1,639.0,34.0,3,3,34,1.0
29551,a787a2b6,0,20,47,5.0,5.0,5.0,2,184.0,6.0,47,4,20,1.0
29568,a79e6888,0,16,85,4.0,2.0,4.0,2,416.0,0.0,85,64,16,0.0
29575,a7ad5ec8,0,21,7,14.0,4.0,9.0,1,654.0,21.0,7,7,21,0.0
29583,a7b5325c,1,12,3,6.0,5.0,6.0,1,2857.0,30.0,3,3,30,1.0
29601,a7c7fdb2,0,9,14,2.0,1.0,1.0,1,139.0,9.0,14,14,9,0.0
29614,a7dc3ed1,0,105,38,18.0,9.0,16.0,26,218.0,97.0,38,1,105,0.0
29624,a7ed8d45,0,29,1,10.0,3.0,8.0,1,1312.0,29.0,1,1,29,0.0
29630,a7f3f10e,0,4,9,1.0,1.0,1.0,1,15.000000000000002,4.0,9,9,4,0.0
29633,a7fac7fe,0,11,3,4.0,2.0,2.0,1,859.0,11.0,3,3,11,0.0
29636,a7fec2ea,0,5,13,3.0,2.0,2.0,1,432.0,5.0,13,13,5,0.0
29659,a81d99c6,0,4,12,1.0,1.0,1.0,1,56.0,4.0,12,12,4,1.0
29673,a83856a2,1,52,30,35.0,14.0,26.0,4,980.0000000000001,87.0,15,1,87,1.0
29691,a848b4fa,1,5,37,1.0,1.0,1.0,9,797.0,123.0,6,2,140,0.0
29692,a8492e11,0,5,0,1.0,1.0,1.0,1,683.0,6.0,0,0,6,1.0
29715,a879f712,0,549,142,414.0,28.0,109.0,40,641.0,173.0,142,4,549,1.0
29877,a94df466,0,29,0,8.0,6.0,7.0,1,731.0,29.0,0,0,29,1.0
29897,a963515b,5,2,83,1.0,1.0,1.0,6,1031.0,0.0,69,69,103,1.0
29929,a9abe80d,0,16,15,1.0,1.0,1.0,7,28.0,16.0,15,1,16,0.0
29930,a9ae4186,0,409,28,352.0,69.0,178.0,4,1630.0,409.0,28,5,409,0.0
29994,aa1917e0,0,22,83,18.0,7.0,12.0,1,592.0,0.0,83,83,22,0.0
29997,aa1e5509,0,55,12,20.0,7.0,13.0,5,590.0,55.0,12,3,55,0.0
30023,aa3cbc43,0,64,3,38.0,8.0,25.0,4,320.0,64.0,3,0,64,1.0
30079,aa8e9d86,0,4,16,0.0,0.0,0.0,2,3.0,4.0,16,16,4,0.0
30085,aa974a9b,0,33,147,18.0,3.0,14.0,4,168.0,19.0,147,9,33,1.0
30087,aa97ac01,0,343,136,264.0,28.0,100.0,29,317.0,117.0,136,1,343,0.0
30100,aaa4e8a2,0,16,15,7.0,3.0,6.0,3,295.0,16.0,15,11,16,1.0
30163,aae7e990,0,45,0,16.0,3.0,11.0,1,1733.0,45.0,0,0,45,0.0
30183,aafda668,0,8,1,0.0,0.0,0.0,1,376.0,8.0,1,1,8,1.0
30237,ab657cda,1,40,18,20.0,9.0,12.0,15,496.00000000000006,125.0,1,0,125,1.0
30249,ab7a1944,0,8,8,3.0,1.0,2.0,2,114.0,8.0,8,8,8,0.0
30260,ab93c456,0,33,2,17.0,5.0,8.0,5,198.0,33.0,2,1,33,0.0
30289,abc01fe5,0,6,4,1.0,1.0,1.0,2,46.0,6.0,4,4,6,0.0
30294,abc8a440,0,111,41,81.0,24.0,57.0,9,111.0,58.0,41,4,111,1.0
30310,abd61dd4,6,68,31,19.0,4.0,10.0,26,867.0,487.0,13,0,487,1.0
30318,abdacf0c,0,19,78,4.0,1.0,2.0,5,73.0,11.0,78,0,19,0.0
30319,abdf1d3b,0,15,3,12.0,2.0,7.0,1,846.0,15.0,3,3,15,1.0
30388,ac410ea0,0,11,8,5.0,1.0,4.0,1,125.00000000000001,11.0,8,8,11,0.0
30394,ac4a94ea,0,218,72,152.0,27.0,76.0,23,155.0,177.0,72,0,218,1.0
30440,ac7c4ab4,0,16,9,10.0,2.0,8.0,1,165.0,16.0,9,9,16,0.0
30458,ac9e1ec1,0,8,1,3.0,1.0,2.0,1,875.0,8.0,1,1,8,1.0
30487,acc30075,0,101,10,46.0,13.0,35.0,16,193.0,101.0,10,0,101,1.0
30511,acd4de51,0,20,18,4.0,3.0,4.0,4,76.0,20.0,18,6,20,1.0
30520,ace31bb6,0,650,75,291.0,60.0,131.0,67,481.00000000000006,136.0,75,0,650,0.0
30521,ace40a3d,0,14,72,9.0,1.0,8.0,1,61.00000000000001,0.0,72,72,14,1.0
30633,ad75078a,0,4,106,1.0,1.0,1.0,1,1.0,0.0,106,106,4,0.0
30653,ad8ef8c6,0,6,10,1.0,1.0,1.0,2,17.0,6.0,10,10,6,0.0
30678,adaa9274,0,23,10,13.0,4.0,11.0,2,776.0,23.0,10,2,23,1.0
30704,adcefc78,0,13,17,2.0,1.0,2.0,3,36.0,13.0,17,2,13,1.0
30708,add442ab,0,42,5,20.0,5.0,11.0,5,783.0,42.0,5,3,42,0.0
30725,adf0382e,0,64,3,13.0,3.0,8.0,6,877.0,64.0,3,0,64,0.0
30740,ae12cc10,1,7,24,3.0,2.0,3.0,13,396.0,180.0,16,9,180,1.0
30755,ae2136c0,0,82,0,64.0,5.0,27.0,1,5099.0,82.0,0,0,82,1.0
30760,ae2b9245,0,132,24,101.0,7.0,45.0,11,1060.0,132.0,24,0,132,0.0
30771,ae3c0d0e,0,19,33,5.0,4.0,5.0,3,181.0,10.0,33,8,19,1.0
30784,ae4eedec,0,5,1,1.0,1.0,1.0,1,33.0,5.0,1,1,5,0.0
30815,ae86cc6e,0,13,1,2.0,2.0,2.0,3,133.0,13.0,1,0,13,1.0
30851,aeae2710,0,26,0,8.0,3.0,6.0,2,352.0,26.0,0,0,26,1.0
30888,aedb3e2d,0,51,0,29.0,14.0,18.0,1,2430.0,51.0,0,0,51,1.0
30914,af00e24b,0,26,5,21.0,8.0,14.0,1,442.0,26.0,5,5,26,1.0
30925,af0f121f,0,17,2,8.0,3.0,5.0,1,1334.0,17.0,2,2,17,0.0
30931,af16baa7,0,31,60,19.0,4.0,12.0,3,246.00000000000003,17.0,60,6,31,1.0
30946,af335cc0,0,3,5,1.0,1.0,1.0,1,0.0,3.0,5,5,3,1.0
30954,af43f515,0,3,26,1.0,1.0,1.0,1,2.0,3.0,26,26,3,1.0
30978,af71d1ba,0,5,16,2.0,1.0,2.0,1,138.0,5.0,16,16,5,0.0
31009,af8b71ab,0,26,18,16.0,3.0,11.0,3,477.00000000000006,26.0,18,0,26,0.0
31023,afa5ec92,0,4,9,1.0,1.0,1.0,1,4.0,4.0,9,9,4,0.0
31033,afb6bdbc,0,26,14,12.0,7.0,7.0,3,263.0,26.0,14,14,26,0.0
31051,afcfafc5,0,13,11,0.0,0.0,0.0,1,97.0,13.0,11,11,13,1.0
31060,afda8efc,0,76,92,49.0,11.0,33.0,10,93.0,52.0,92,1,76,0.0
31063,afdedda5,0,72,65,54.0,14.0,30.0,2,942.0000000000001,4.0,65,23,72,1.0
31100,b01b2c3a,2,1,9,0.0,0.0,0.0,4,347.0,26.0,3,3,26,0.0
31149,b0804467,0,51,29,41.0,3.0,14.0,3,330.0,51.0,29,10,51,0.0
31164,b0a0ece5,0,2,12,0.0,0.0,0.0,1,0.0,2.0,12,12,2,0.0
31207,b0ebcbdb,0,16,7,9.0,2.0,6.0,2,130.0,16.0,7,6,16,0.0
31266,b145cc23,0,3,50,1.0,1.0,1.0,1,43.0,0.0,50,50,3,1.0
31270,b14b5dde,0,22,8,8.0,4.0,5.0,1,1033.0,22.0,8,8,22,0.0
31297,b180df20,0,105,32,31.0,13.0,20.0,8,1039.0,70.0,32,9,105,1.0
31300,b189a8b8,1,20,125,4.0,3.0,4.0,14,164.0,13.0,34,2,76,0.0
31402,b21cc59c,2,31,89,25.0,4.0,16.0,19,1239.0,331.0,6,4,367,1.0
31481,b27a2d14,0,4,8,1.0,1.0,1.0,1,18.0,4.0,8,8,4,0.0
31642,b383d1b3,0,36,26,13.0,2.0,9.0,4,164.0,36.0,26,8,36,0.0
31649,b39049c8,0,9,14,3.0,1.0,2.0,1,199.0,9.0,14,14,9,0.0
31698,b3c45e4b,11,13,26,4.0,1.0,3.0,74,644.0,665.0,0,0,665,1.0
31809,b443e555,0,22,1,14.0,1.0,5.0,1,1036.0,22.0,1,1,22,0.0
31850,b4951eba,1,15,10,3.0,1.0,3.0,9,141.0,16.0,10,6,16,0.0
31857,b49eda8c,0,17,7,7.0,1.0,2.0,4,221.0,17.0,7,2,17,0.0
31870,b4b4a936,0,73,58,61.0,19.0,36.0,1,1711.0,0.0,58,58,73,0.0
31921,b4cdf2b5,30,2,59,0.0,0.0,0.0,46,315.0,300.0,0,0,425,1.0
31937,b4e3e73b,0,15,1,11.0,3.0,9.0,2,33.0,15.0,1,1,15,1.0
31939,b4e4a54c,0,30,6,21.0,8.0,14.0,3,389.0,30.0,6,6,30,0.0
31956,b4ff510a,0,35,8,12.0,4.0,8.0,3,441.0,35.0,8,7,35,1.0
31969,b50f0e3a,0,41,0,14.0,6.0,9.0,2,736.0,41.0,0,0,41,0.0
31994,b5316794,0,27,13,8.0,4.0,5.0,1,1747.0,27.0,13,13,27,0.0
31997,b535602a,1,54,142,32.0,8.0,23.0,6,182.0,7.0,142,7,55,1.0
31999,b5365879,0,17,1,1.0,1.0,1.0,2,44.0,17.0,1,1,17,0.0
32007,b542d0aa,2,11,9,2.0,2.0,2.0,2,334.0,14.0,9,9,14,0.0
32070,b5975382,0,57,62,29.0,4.0,15.0,3,496.00000000000006,55.0,62,1,57,1.0
32080,b5a2efc5,0,70,29,27.0,1.0,9.0,9,433.0,70.0,29,11,70,0.0
32093,b5b0989d,1,511,60,299.0,32.0,119.0,39,552.0,359.0,43,1,512,1.0
32109,b5cb7708,0,188,133,97.0,23.0,60.0,17,329.0,0.0,133,51,188,1.0
32111,b5d25ea0,0,32,2,27.0,4.0,19.0,1,1454.0,32.0,2,2,32,0.0
32122,b5dc0ba7,0,10,12,3.0,1.0,2.0,1,378.0,10.0,12,12,10,0.0
32155,b6070c3d,2,59,39,30.0,8.0,21.0,15,257.0,9.0,38,25,97,1.0
32156,b60794ac,0,206,71,44.0,15.0,32.0,15,568.0,183.0,71,1,206,1.0
32166,b614fafa,0,15,0,4.0,2.0,4.0,1,1461.0,15.0,0,0,15,0.0
32169,b61b6d61,0,11,15,2.0,1.0,1.0,1,397.0,11.0,15,15,11,0.0
32170,b61b9ef8,0,71,8,61.0,19.0,38.0,1,934.0000000000001,71.0,8,8,71,0.0
32189,b6319a8e,0,13,9,3.0,1.0,2.0,2,30.000000000000004,13.0,9,8,13,0.0
32202,b6497940,0,27,119,8.0,3.0,6.0,7,212.0,0.0,119,45,27,1.0
32227,b667e544,0,10,10,3.0,3.0,3.0,2,78.0,10.0,10,10,10,1.0
32233,b66afdbf,0,10,12,2.0,1.0,2.0,2,76.0,10.0,12,12,10,0.0
32300,b6b638d0,0,68,148,39.0,20.0,28.0,3,2181.0,0.0,148,139,68,1.0
32312,b6c82944,0,16,48,0.0,0.0,0.0,3,38.0,10.0,48,4,16,0.0
32341,b6ef6375,0,9,2,3.0,2.0,2.0,2,25.0,9.0,2,0,9,0.0
32352,b6ff254a,0,44,35,21.0,4.0,14.0,6,122.00000000000001,38.0,35,13,44,0.0
32368,b71798a7,0,87,39,51.0,3.0,16.0,12,119.00000000000001,57.0,39,1,87,1.0
32371,b71da444,0,23,120,9.0,3.0,7.0,4,82.0,19.0,120,4,23,1.0
32419,b75f3d6d,0,45,93,14.0,4.0,8.0,10,74.0,0.0,93,32,45,1.0
32422,b76301a6,0,4,1,1.0,1.0,1.0,1,13.0,4.0,1,1,4,0.0
32427,b7678201,0,6,4,2.0,1.0,2.0,1,220.0,6.0,4,4,6,0.0
32433,b76f1447,0,14,3,7.0,1.0,2.0,1,383.0,14.0,3,3,14,0.0
32442,b77dc26c,0,16,3,4.0,1.0,2.0,3,75.0,16.0,3,2,16,0.0
32467,b79a13bb,0,36,9,26.0,1.0,10.0,3,1548.0,36.0,9,7,36,0.0
32492,b7c2d92a,0,38,17,17.0,5.0,12.0,6,104.0,38.0,17,11,38,0.0
32517,b7e27b0e,0,48,83,13.0,2.0,5.0,10,289.0,4.0,83,0,48,1.0
32519,b7e2840a,1,93,55,30.0,8.0,21.0,13,416.0,42.0,51,10,128,1.0
32540,b7f6bfd8,0,11,10,2.0,2.0,2.0,1,97.0,11.0,10,10,11,0.0
32562,b81a765c,0,30,31,9.0,2.0,7.0,4,91.0,30.0,31,8,30,0.0
32583,b8324621,0,74,48,23.0,12.0,16.0,6,829.0,61.0,48,1,74,1.0
32623,b866afff,2,224,25,65.0,21.0,36.0,19,1102.0,297.0,14,0,297,1.0
32658,b884a53c,0,21,16,7.0,3.0,7.0,3,193.0,21.0,16,4,21,0.0
32659,b884c881,0,162,122,58.0,11.0,34.0,21,217.0,38.0,122,3,162,0.0
32677,b8a44590,0,11,5,1.0,1.0,1.0,3,75.0,11.0,5,3,11,1.0
32678,b8a4dd8d,0,37,24,15.0,2.0,10.0,3,110.0,37.0,24,14,37,0.0
32684,b8ae9999,0,2,3,0.0,0.0,0.0,1,0.0,2.0,3,3,2,0.0
32700,b8c86b61,0,6,2,4.0,1.0,2.0,2,20.0,7.0,2,1,7,1.0
32701,b8ccbbba,0,14,14,3.0,1.0,3.0,2,188.0,14.0,14,9,14,0.0
32713,b8de9600,0,15,2,3.0,2.0,2.0,1,1617.0,15.0,2,2,15,0.0
32721,b8efab5c,0,4,8,1.0,1.0,1.0,1,5.0,4.0,8,8,4,0.0
32733,b9053067,0,63,4,50.0,16.0,24.0,4,375.0,63.0,4,0,63,1.0
32737,b911054a,0,6,16,2.0,2.0,2.0,1,199.0,6.0,16,16,6,1.0
32784,b955873a,0,38,13,12.0,4.0,9.0,1,710.0,38.0,13,13,38,0.0
32792,b9628c41,1,566,51,303.0,54.0,158.0,104,610.0,185.0,37,2,1166,1.0
32831,b992abe1,0,2,1,1.0,1.0,1.0,1,0.0,2.0,1,1,2,0.0
32832,b992f90a,0,11,22,8.0,2.0,7.0,2,55.0,11.0,22,22,11,0.0
32848,b9b759e5,0,4,11,1.0,1.0,1.0,1,2.0,4.0,11,11,4,1.0
32860,b9c867c3,0,25,9,9.0,3.0,6.0,2,190.0,25.0,9,2,25,0.0
32911,ba0e5381,0,4,21,0.0,0.0,0.0,1,3.0,4.0,21,21,4,1.0
32913,ba10d1b3,0,126,66,73.0,4.0,31.0,8,355.0,42.0,66,3,126,1.0
32937,ba3c6116,1,1,108,0.0,0.0,0.0,3,375.0,0.0,76,76,21,1.0
32964,ba57bafd,0,49,132,17.0,2.0,8.0,5,349.0,11.0,132,16,49,1.0
32969,ba5fd3d5,0,120,52,67.0,17.0,43.0,21,218.0,36.0,52,5,120,1.0
33021,babe4daa,0,44,38,8.0,3.0,6.0,6,246.00000000000003,30.0,38,0,44,0.0
33074,bb087f03,0,18,20,0.0,0.0,0.0,4,311.0,18.0,20,17,18,1.0
33113,bb472f41,0,23,10,9.0,5.0,8.0,4,430.0,23.0,10,2,23,0.0
33169,bb850737,0,19,6,4.0,4.0,4.0,2,224.0,19.0,6,4,19,1.0
33170,bb85a3e5,0,52,65,11.0,10.0,10.0,5,348.0,18.0,65,1,52,0.0
33174,bb8b4bac,1,3,146,1.0,1.0,1.0,2,428.0,0.0,144,144,21,1.0
