,person,cant_sesiones_inac45MIN_ult_9999_dias,promedio_sesiones_sec_inac45MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac45MIN_ult_9999_dias,cant_sesiones_inac45MIN_ult_30_dias,promedio_sesiones_sec_inac45MIN_ult_30_dias,tiempo_total_sesiones_sec_inac45MIN_ult_30_dias,cant_sesiones_inac45MIN_ult_25_dias,promedio_sesiones_sec_inac45MIN_ult_25_dias,tiempo_total_sesiones_sec_inac45MIN_ult_25_dias,cant_sesiones_inac45MIN_ult_20_dias,promedio_sesiones_sec_inac45MIN_ult_20_dias,tiempo_total_sesiones_sec_inac45MIN_ult_20_dias,cant_sesiones_inac45MIN_ult_15_dias,promedio_sesiones_sec_inac45MIN_ult_15_dias,tiempo_total_sesiones_sec_inac45MIN_ult_15_dias,cant_sesiones_inac45MIN_ult_10_dias,promedio_sesiones_sec_inac45MIN_ult_10_dias,tiempo_total_sesiones_sec_inac45MIN_ult_10_dias,cant_sesiones_inac45MIN_ult_5_dias,promedio_sesiones_sec_inac45MIN_ult_5_dias,tiempo_total_sesiones_sec_inac45MIN_ult_5_dias,cant_sesiones_inac45MIN_ult_1_dias,promedio_sesiones_sec_inac45MIN_ult_1_dias,tiempo_total_sesiones_sec_inac45MIN_ult_1_dias,cant_sesiones_inac30MIN_ult_9999_dias,promedio_sesiones_sec_inac30MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac30MIN_ult_9999_dias,cant_sesiones_inac30MIN_ult_30_dias,promedio_sesiones_sec_inac30MIN_ult_30_dias,tiempo_total_sesiones_sec_inac30MIN_ult_30_dias,cant_sesiones_inac30MIN_ult_25_dias,promedio_sesiones_sec_inac30MIN_ult_25_dias,tiempo_total_sesiones_sec_inac30MIN_ult_25_dias,cant_sesiones_inac30MIN_ult_20_dias,promedio_sesiones_sec_inac30MIN_ult_20_dias,tiempo_total_sesiones_sec_inac30MIN_ult_20_dias,cant_sesiones_inac30MIN_ult_15_dias,promedio_sesiones_sec_inac30MIN_ult_15_dias,tiempo_total_sesiones_sec_inac30MIN_ult_15_dias,cant_sesiones_inac30MIN_ult_10_dias,promedio_sesiones_sec_inac30MIN_ult_10_dias,tiempo_total_sesiones_sec_inac30MIN_ult_10_dias,cant_sesiones_inac30MIN_ult_5_dias,promedio_sesiones_sec_inac30MIN_ult_5_dias,tiempo_total_sesiones_sec_inac30MIN_ult_5_dias,cant_sesiones_inac30MIN_ult_1_dias,promedio_sesiones_sec_inac30MIN_ult_1_dias,tiempo_total_sesiones_sec_inac30MIN_ult_1_dias,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,mod_mas_visto_ult_9999_dias,total_vistos_ult_9999_dias,%_mas_visto_ult_9999_dias,mod_mas_visto_ult_30_dias,total_vistos_ult_30_dias,%_mas_visto_ult_30_dias,mod_mas_visto_ult_25_dias,total_vistos_ult_25_dias,%_mas_visto_ult_25_dias,mod_mas_visto_ult_20_dias,total_vistos_ult_20_dias,%_mas_visto_ult_20_dias,mod_mas_visto_ult_15_dias,total_vistos_ult_15_dias,%_mas_visto_ult_15_dias,mod_mas_visto_ult_10_dias,total_vistos_ult_10_dias,%_mas_visto_ult_10_dias,mod_mas_visto_ult_5_dias,total_vistos_ult_5_dias,%_mas_visto_ult_5_dias,mod_mas_visto_ult_1_dias,total_vistos_ult_1_dias,%_mas_visto_ult_1_dias,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,check_ult_9999_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,ult_checkout_dias,ult_checkout_segundos,mod_dist_check_ult_9999_dias,mod_dist_check_ult_30_dias,mod_dist_check_ult_25_dias,mod_dist_check_ult_20_dias,mod_dist_check_ult_15_dias,mod_dist_check_ult_10_dias,mod_dist_check_ult_5_dias,mod_dist_check_ult_1_dias,act_ult_9999_dias,act_ult_30_dias,act_ult_25_dias,act_ult_20_dias,act_ult_15_dias,act_ult_10_dias,act_ult_5_dias,act_ult_1_dias,conv_ult_9999_dias,conv_ult_30_dias,conv_ult_25_dias,conv_ult_20_dias,conv_ult_15_dias,conv_ult_10_dias,conv_ult_5_dias,conv_ult_1_dias,label
8888,3b01658a,8,440.0,3516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,440.0,3516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,12.0,0.3333333333333333,0.0,0.6666666666666666,12.0,5.0,9.0,4.0,12.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,96,129,58,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8913,3b30b12c,4,494.00000000000006,1974.0000000000002,4.0,494.00000000000006,1974.0000000000002,2.0,616.0,1232.0,2.0,616.0,1232.0,2.0,616.0,1232.0,1.0,1133.0,1133.0,1.0,1133.0,1133.0,0.0,0.0,0.0,4,494.00000000000006,1974.0000000000002,4.0,494.00000000000006,1974.0000000000002,2.0,616.0,1232.0,2.0,616.0,1232.0,2.0,616.0,1232.0,1.0,1133.0,1133.0,1.0,1133.0,1133.0,0.0,0.0,0.0,17.0,2.0,0.0,19.0,0.8947368421052632,0.0,0.10526315789473684,19.0,8.0,10.0,6.0,19.0,0.3157894736842105,6.0,19.0,0.3157894736842105,3.0,6.0,0.5,3.0,6.0,0.5,3.0,6.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,59,28,3,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,59.0,15.0,15.0,15.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8982,3bad42d9,2,578.0,1156.0,2.0,578.0,1156.0,2.0,578.0,1156.0,2.0,578.0,1156.0,2.0,578.0,1156.0,2.0,578.0,1156.0,0.0,0.0,0.0,0.0,0.0,0.0,2,578.0,1156.0,2.0,578.0,1156.0,2.0,578.0,1156.0,2.0,578.0,1156.0,2.0,578.0,1156.0,2.0,578.0,1156.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,20.0,0.2,0.8,0.0,22.0,7.0,17.0,7.0,22.0,0.3181818181818182,7.0,22.0,0.3181818181818182,7.0,22.0,0.3181818181818182,7.0,22.0,0.3181818181818182,7.0,22.0,0.3181818181818182,7.0,22.0,0.3181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,711097.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9028,3bfc6fac,2,434.0,867.0,2.0,434.0,867.0,2.0,434.0,867.0,2.0,434.0,867.0,2.0,434.0,867.0,2.0,434.0,867.0,1.0,773.0,773.0,0.0,0.0,0.0,2,434.0,867.0,2.0,434.0,867.0,2.0,434.0,867.0,2.0,434.0,867.0,2.0,434.0,867.0,2.0,434.0,867.0,1.0,773.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,10.0,14.0,14.0,1.0,14.0,14.0,1.0,14.0,14.0,1.0,14.0,14.0,1.0,14.0,14.0,1.0,14.0,14.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,19,7,3,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,671130.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,19,19.0,19.0,19.0,19.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9033,3c034af7,4,339.0,1355.0,3.0,235.00000000000003,705.0,3.0,235.00000000000003,705.0,3.0,235.00000000000003,705.0,3.0,235.00000000000003,705.0,3.0,235.00000000000003,705.0,3.0,235.00000000000003,705.0,0.0,0.0,0.0,4,339.0,1355.0,3.0,235.00000000000003,705.0,3.0,235.00000000000003,705.0,3.0,235.00000000000003,705.0,3.0,235.00000000000003,705.0,3.0,235.00000000000003,705.0,3.0,235.00000000000003,705.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,0.6,0.2,0.2,5.0,4.0,5.0,2.0,5.0,0.4,2.0,4.0,0.5,2.0,4.0,0.5,2.0,4.0,0.5,2.0,4.0,0.5,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,0,0,26,34,1,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2940688.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,17.0,17.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9073,3c3b4ad8,6,1454.0,8721.0,6.0,1454.0,8721.0,6.0,1454.0,8721.0,6.0,1454.0,8721.0,6.0,1454.0,8721.0,6.0,1454.0,8721.0,5.0,1744.0,8721.0,0.0,0.0,0.0,7,914.0000000000001,6400.0,7.0,914.0000000000001,6400.0,7.0,914.0000000000001,6400.0,7.0,914.0000000000001,6400.0,7.0,914.0000000000001,6400.0,7.0,914.0000000000001,6400.0,6.0,1067.0,6400.0,0.0,0.0,0.0,14.0,22.0,5.0,41.0,0.34146341463414637,0.12195121951219512,0.5365853658536586,44.0,15.0,26.0,7.0,44.0,0.1590909090909091,7.0,44.0,0.1590909090909091,7.0,44.0,0.1590909090909091,7.0,44.0,0.1590909090909091,7.0,44.0,0.1590909090909091,7.0,44.0,0.1590909090909091,7.0,43.0,0.16279069767441862,0.0,0.0,0.0,0,0,76,7,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,76.0,76.0,76.0,76.0,76.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9075,3c45a766,3,720.0,2160.0,3.0,720.0,2160.0,3.0,720.0,2160.0,3.0,720.0,2160.0,3.0,720.0,2160.0,3.0,720.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,3,720.0,2160.0,3.0,720.0,2160.0,3.0,720.0,2160.0,3.0,720.0,2160.0,3.0,720.0,2160.0,3.0,720.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,15.0,0.13333333333333333,0.8666666666666667,0.0,15.0,8.0,14.0,4.0,15.0,0.26666666666666666,4.0,15.0,0.26666666666666666,4.0,15.0,0.26666666666666666,4.0,15.0,0.26666666666666666,4.0,15.0,0.26666666666666666,4.0,15.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,88,9,8,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,764712.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,88,88.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9135,3cb2388c,1,147.0,147.0,1.0,147.0,147.0,1.0,147.0,147.0,1.0,147.0,147.0,1.0,147.0,147.0,1.0,147.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,1,147.0,147.0,1.0,147.0,147.0,1.0,147.0,147.0,1.0,147.0,147.0,1.0,147.0,147.0,1.0,147.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,2.0,6.0,4.0,6.0,0.6666666666666666,4.0,6.0,0.6666666666666666,4.0,6.0,0.6666666666666666,4.0,6.0,0.6666666666666666,4.0,6.0,0.6666666666666666,4.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,725763.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,17,17.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9228,3d316775,2,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,1.0,29.000000000000004,29.000000000000004,0.0,0.0,0.0,2,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,1.0,29.000000000000004,29.000000000000004,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.2,0.0,0.8,5.0,3.0,5.0,3.0,5.0,0.6,3.0,5.0,0.6,3.0,5.0,0.6,3.0,5.0,0.6,3.0,5.0,0.6,3.0,5.0,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0,0,21,8,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,21.0,21.0,21.0,21.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9331,3de50385,1,344.0,344.0,1.0,344.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,344.0,344.0,1.0,344.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,26,26,26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2261321.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9416,3e7085c4,2,2512.0,5024.0,2.0,2512.0,5024.0,1.0,115.00000000000001,115.00000000000001,1.0,115.00000000000001,115.00000000000001,1.0,115.00000000000001,115.00000000000001,1.0,115.00000000000001,115.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,3,1029.0,3088.0,3.0,1029.0,3088.0,1.0,115.00000000000001,115.00000000000001,1.0,115.00000000000001,115.00000000000001,1.0,115.00000000000001,115.00000000000001,1.0,115.00000000000001,115.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,16.0,55.0,3.0,74.0,0.21621621621621623,0.04054054054054054,0.7432432432432432,74.0,16.0,50.0,22.0,74.0,0.2972972972972973,22.0,74.0,0.2972972972972973,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,89,29,9,29,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,793033.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,89,89.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9421,3e79520f,1,56.0,56.0,1.0,56.0,56.0,1.0,56.0,56.0,1.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,56.0,56.0,1.0,56.0,56.0,1.0,56.0,56.0,1.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,16,16,16,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,1395739.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9431,3e89226c,5,199.0,993.0000000000001,3.0,31.000000000000004,94.0,2.0,46.0,93.0,2.0,46.0,93.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,5,199.0,993.0000000000001,3.0,31.000000000000004,94.0,2.0,46.0,93.0,2.0,46.0,93.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,7.0,0.2857142857142857,0.0,0.7142857142857143,8.0,7.0,8.0,2.0,8.0,0.25,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,30,67,3,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,13.0,10.0,10.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9469,3ec10016,1,11.0,11.0,1.0,11.0,11.0,1.0,11.0,11.0,1.0,11.0,11.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0,11.0,1.0,11.0,11.0,1.0,11.0,11.0,1.0,11.0,11.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,10,10,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,897424.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9534,3f36f53e,7,567.0,3968.0000000000005,6.0,489.00000000000006,2934.0,6.0,489.00000000000006,2934.0,6.0,489.00000000000006,2934.0,5.0,586.0,2932.0,4.0,411.0,1643.0,2.0,44.0,88.0,0.0,0.0,0.0,7,567.0,3968.0000000000005,6.0,489.00000000000006,2934.0,6.0,489.00000000000006,2934.0,6.0,489.00000000000006,2934.0,5.0,586.0,2932.0,4.0,411.0,1643.0,2.0,44.0,88.0,0.0,0.0,0.0,3.0,0.0,14.0,17.0,0.17647058823529413,0.8235294117647058,0.0,17.0,10.0,13.0,5.0,17.0,0.29411764705882354,2.0,7.0,0.2857142857142857,2.0,7.0,0.2857142857142857,2.0,7.0,0.2857142857142857,2.0,7.0,0.2857142857142857,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,26,6,1,124,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,866839.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,85,54.0,54.0,54.0,50.0,28.0,11.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0
9537,3f41b801,5,319.0,1593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,319.0,1593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,6.0,7.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,90,57,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9574,3f722ffd,8,709.0,5669.0,8.0,709.0,5669.0,8.0,709.0,5669.0,8.0,709.0,5669.0,8.0,709.0,5669.0,8.0,709.0,5669.0,8.0,709.0,5669.0,3.0,191.0,572.0,8,709.0,5669.0,8.0,709.0,5669.0,8.0,709.0,5669.0,8.0,709.0,5669.0,8.0,709.0,5669.0,8.0,709.0,5669.0,8.0,709.0,5669.0,3.0,191.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,15.0,9.0,23.0,0.391304347826087,9.0,23.0,0.391304347826087,9.0,23.0,0.391304347826087,9.0,23.0,0.391304347826087,9.0,23.0,0.391304347826087,9.0,23.0,0.391304347826087,9.0,23.0,0.391304347826087,6.0,7.0,0.8571428571428571,0,0,72,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,72.0,72.0,72.0,72.0,72.0,72.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9619,3fb260e3,7,385.0,2695.0,6.0,421.0,2525.0,5.0,402.0,2012.0000000000002,4.0,502.00000000000006,2010.0000000000002,2.0,86.0,173.0,1.0,172.0,172.0,1.0,172.0,172.0,1.0,172.0,172.0,7,385.0,2695.0,6.0,421.0,2525.0,5.0,402.0,2012.0000000000002,4.0,502.00000000000006,2010.0000000000002,2.0,86.0,173.0,1.0,172.0,172.0,1.0,172.0,172.0,1.0,172.0,172.0,20.0,0.0,0.0,20.0,1.0,0.0,0.0,20.0,12.0,17.0,4.0,20.0,0.2,4.0,18.0,0.2222222222222222,4.0,12.0,0.3333333333333333,4.0,11.0,0.36363636363636365,1.0,3.0,0.3333333333333333,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0,0,71,34,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,64.0,48.0,45.0,13.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9621,3fb60210,2,507.00000000000006,1014.0000000000001,2.0,507.00000000000006,1014.0000000000001,2.0,507.00000000000006,1014.0000000000001,2.0,507.00000000000006,1014.0000000000001,2.0,507.00000000000006,1014.0000000000001,1.0,1008.0000000000001,1008.0000000000001,1.0,1008.0000000000001,1008.0000000000001,1.0,1008.0000000000001,1008.0000000000001,2,507.00000000000006,1014.0000000000001,2.0,507.00000000000006,1014.0000000000001,2.0,507.00000000000006,1014.0000000000001,2.0,507.00000000000006,1014.0000000000001,2.0,507.00000000000006,1014.0000000000001,1.0,1008.0000000000001,1008.0000000000001,1.0,1008.0000000000001,1008.0000000000001,1.0,1008.0000000000001,1008.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,17.0,8.0,22.0,0.36363636363636365,8.0,22.0,0.36363636363636365,8.0,22.0,0.36363636363636365,8.0,22.0,0.36363636363636365,8.0,22.0,0.36363636363636365,8.0,21.0,0.38095238095238093,8.0,21.0,0.38095238095238093,8.0,21.0,0.38095238095238093,0,0,35,12,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,35.0,35.0,35.0,35.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9647,3fdf5ed5,1,89.0,89.0,1.0,89.0,89.0,1.0,89.0,89.0,1.0,89.0,89.0,1.0,89.0,89.0,1.0,89.0,89.0,1.0,89.0,89.0,0.0,0.0,0.0,1,89.0,89.0,1.0,89.0,89.0,1.0,89.0,89.0,1.0,89.0,89.0,1.0,89.0,89.0,1.0,89.0,89.0,1.0,89.0,89.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0,0,8,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,160519.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9696,4028ecb5,13,103.0,1342.0,13.0,103.0,1342.0,13.0,103.0,1342.0,12.0,98.0,1172.0,11.0,43.0,475.00000000000006,8.0,42.0,339.0,3.0,3.0,8.0,0.0,0.0,0.0,13,103.0,1342.0,13.0,103.0,1342.0,13.0,103.0,1342.0,12.0,98.0,1172.0,11.0,43.0,475.00000000000006,8.0,42.0,339.0,3.0,3.0,8.0,0.0,0.0,0.0,1.0,67.0,0.0,68.0,0.014705882352941176,0.0,0.9852941176470589,68.0,8.0,42.0,28.0,68.0,0.4117647058823529,28.0,68.0,0.4117647058823529,28.0,68.0,0.4117647058823529,27.0,59.0,0.4576271186440678,16.0,32.0,0.5,7.0,17.0,0.4117647058823529,2.0,3.0,0.6666666666666666,0.0,0.0,0.0,0,0,104,20,2,20,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,617323.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,104,104.0,104.0,90.0,55.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9769,40a68b39,14,964.0000000000001,13490.0,8.0,964.0000000000001,7709.000000000001,6.0,1170.0,7021.0,6.0,1170.0,7021.0,6.0,1170.0,7021.0,5.0,1401.0,7007.0,4.0,1395.0,5580.0,0.0,0.0,0.0,15,733.0,11002.0,9.0,580.0,5221.0,7.0,648.0,4533.0,7.0,648.0,4533.0,7.0,648.0,4533.0,6.0,753.0,4519.0,5.0,618.0,3092.0,0.0,0.0,0.0,79.0,46.0,11.0,136.0,0.5808823529411765,0.08088235294117647,0.3382352941176471,139.0,24.0,63.0,29.0,139.0,0.20863309352517986,29.0,102.0,0.28431372549019607,29.0,92.0,0.31521739130434784,29.0,92.0,0.31521739130434784,29.0,92.0,0.31521739130434784,29.0,91.0,0.31868131868131866,24.0,84.0,0.2857142857142857,0.0,0.0,0.0,0,0,226,42,3,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226,143.0,125.0,125.0,125.0,122.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
