,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
26259,94a705bf,1,37,23,0.0,0.0,0.0,34,14,0,202,1.0
26266,94ac5949,0,4,11,1.0,1.0,1.0,1,11,11,4,0.0
26300,94e7818d,0,420,97,220.0,29.0,84.0,58,97,2,420,0.0
26304,94ec33f1,0,4,7,1.0,1.0,1.0,1,7,7,4,1.0
26332,9519aa76,0,18,31,3.0,3.0,3.0,4,31,18,18,1.0
26400,95843391,0,171,138,87.0,28.0,57.0,8,138,2,171,1.0
26406,958d644a,0,3,52,1.0,1.0,1.0,1,52,52,3,1.0
26423,95a148c9,0,4,11,1.0,1.0,1.0,1,11,11,4,0.0
26428,95a57dca,0,98,72,23.0,6.0,10.0,28,72,0,98,1.0
26456,95c8e975,0,15,2,7.0,2.0,6.0,2,2,1,15,1.0
26476,95db1fa9,0,82,19,28.0,6.0,17.0,9,19,1,82,0.0
26498,95f8845a,0,19,7,8.0,3.0,7.0,1,7,7,19,1.0
26510,9614c4e8,0,5,11,1.0,1.0,1.0,1,11,11,5,0.0
26520,9621ce1c,1,6,128,2.0,1.0,2.0,12,0,0,136,1.0
26544,96403604,0,5,1,0.0,0.0,0.0,1,1,1,5,1.0
26563,9656ef50,0,268,30,224.0,13.0,98.0,16,30,0,268,1.0
26582,967040e8,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
26639,96dc583f,0,5,9,2.0,1.0,2.0,1,9,9,5,0.0
26698,97393006,0,8,38,1.0,1.0,1.0,1,38,38,8,0.0
26705,97448bb5,0,22,10,15.0,1.0,10.0,1,10,10,22,0.0
26715,97584b71,0,104,58,35.0,13.0,20.0,9,58,5,104,1.0
26729,977571d3,0,155,44,98.0,25.0,51.0,10,44,11,155,1.0
26750,9790fb10,0,35,16,7.0,4.0,5.0,3,16,13,35,0.0
26757,979dc4be,0,13,24,6.0,4.0,6.0,2,24,14,13,0.0
26784,97d48b28,0,54,6,38.0,2.0,8.0,3,6,5,54,1.0
26794,97ea1210,0,9,23,3.0,1.0,2.0,1,23,23,9,0.0
26812,97ff2850,0,88,9,72.0,3.0,25.0,4,9,7,88,0.0
26813,980269d6,0,81,22,70.0,23.0,56.0,4,22,8,81,1.0
26830,980f4d2f,0,41,129,26.0,4.0,14.0,3,129,109,41,1.0
26864,983ef9f9,0,87,5,62.0,14.0,31.0,2,5,4,87,0.0
26880,985ff6f4,0,4,10,1.0,1.0,1.0,1,10,10,4,0.0
26896,9886cd72,0,435,27,225.0,22.0,51.0,37,27,0,435,1.0
26914,989ed94b,0,23,26,14.0,1.0,7.0,3,26,4,23,1.0
26920,98a503ee,5,62,115,28.0,5.0,13.0,7,115,74,91,1.0
26927,98b0c9a6,0,38,94,10.0,4.0,8.0,4,94,16,38,1.0
26966,98eccab0,0,55,5,10.0,1.0,4.0,7,5,0,55,0.0
26973,98f7b0a6,0,14,8,4.0,1.0,4.0,1,8,8,14,0.0
26976,98fc07f8,0,11,10,5.0,1.0,1.0,4,10,10,11,0.0
26978,98ff5b1d,0,6,8,1.0,1.0,1.0,1,8,8,6,1.0
26995,99261919,0,3,38,1.0,1.0,1.0,1,38,38,3,0.0
26998,992b7e3a,0,16,1,6.0,3.0,4.0,2,1,0,16,1.0
27000,992f39f1,0,142,34,72.0,10.0,37.0,5,34,7,142,0.0
27037,99619bec,0,63,9,16.0,4.0,10.0,3,9,1,63,0.0
27039,9964baf2,0,112,106,51.0,7.0,21.0,18,106,0,112,0.0
27041,9966fcbe,0,100,103,28.0,16.0,19.0,8,103,21,100,0.0
27044,9968af36,0,85,82,26.0,13.0,18.0,2,82,72,85,0.0
27047,996955b3,0,4,8,1.0,1.0,1.0,1,8,8,4,0.0
27055,99735913,0,40,7,26.0,2.0,16.0,2,7,6,40,0.0
27058,9977a033,0,33,33,9.0,7.0,8.0,4,33,9,33,1.0
27079,9991f624,1,20,42,13.0,1.0,8.0,25,2,0,416,0.0
27095,99a8a6d6,0,6,7,2.0,1.0,2.0,1,7,7,6,0.0
27106,99b416e9,2,1,53,0.0,0.0,0.0,2,52,52,33,1.0
27116,99c11fb0,0,427,52,286.0,23.0,95.0,32,52,0,427,1.0
27125,99d0958d,0,169,100,127.0,15.0,61.0,10,100,9,169,1.0
27128,99d5815f,0,7,7,4.0,1.0,4.0,1,7,7,7,1.0
27132,99dc6acc,0,28,8,14.0,4.0,12.0,1,8,8,28,1.0
27176,9a15a1c1,0,7,29,2.0,2.0,2.0,2,29,9,7,1.0
27182,9a2815e3,0,16,50,12.0,5.0,10.0,1,50,50,16,0.0
27194,9a3fe2cd,0,54,11,45.0,2.0,15.0,1,11,11,54,0.0
27196,9a42871e,0,14,58,2.0,2.0,2.0,2,58,54,14,1.0
27206,9a5a7c05,0,41,14,11.0,4.0,9.0,8,14,2,41,0.0
27225,9a74ebbb,0,22,5,6.0,1.0,3.0,1,5,5,22,0.0
27263,9aa6d106,1,28,55,3.0,1.0,3.0,4,50,12,79,0.0
27274,9ab4d4f0,0,74,9,30.0,3.0,11.0,4,9,7,74,0.0
27280,9ac21158,0,15,2,6.0,4.0,4.0,1,2,2,15,0.0
27300,9adcc17a,0,284,94,264.0,27.0,139.0,6,94,9,284,1.0
27317,9b006ec2,0,46,5,26.0,4.0,14.0,2,5,3,46,0.0
27331,9b0db6f0,0,54,6,45.0,18.0,28.0,1,6,6,54,0.0
27343,9b2e270a,0,120,15,77.0,9.0,42.0,4,15,15,120,0.0
27383,9b4eb5dc,0,48,10,22.0,8.0,16.0,2,10,4,48,0.0
27388,9b56351c,0,35,3,13.0,1.0,5.0,3,3,2,35,0.0
27426,9b8d001b,5,182,80,109.0,19.0,52.0,41,59,49,825,1.0
27427,9b8e4df3,0,9,3,3.0,2.0,3.0,1,3,3,9,0.0
27429,9b913046,0,141,99,81.0,23.0,65.0,5,99,10,141,0.0
27460,9bb0f7dd,0,30,15,12.0,8.0,11.0,2,15,13,30,1.0
27461,9bb3af27,0,59,14,17.0,9.0,12.0,4,14,13,59,1.0
27496,9bd3f9bc,3,505,105,304.0,18.0,85.0,37,96,1,558,1.0
27531,9c02c892,0,57,18,21.0,5.0,12.0,5,18,0,57,0.0
27535,9c0c2956,0,25,13,17.0,3.0,7.0,4,13,4,25,1.0
27539,9c11fd4c,0,213,13,154.0,29.0,60.0,3,13,8,213,1.0
27566,9c3d3783,0,124,13,108.0,17.0,56.0,4,13,0,124,1.0
27577,9c534a17,0,81,17,55.0,11.0,26.0,4,17,14,81,0.0
27578,9c5428bc,0,10,1,2.0,1.0,1.0,1,1,1,10,0.0
27620,9c80d863,0,21,3,11.0,2.0,4.0,1,3,3,21,0.0
27627,9c8bc437,0,27,13,6.0,2.0,4.0,4,13,7,27,1.0
27653,9cb6cb64,0,25,0,13.0,9.0,10.0,1,0,0,25,1.0
27677,9ce0bd0a,0,4,10,1.0,1.0,1.0,1,10,10,4,0.0
27721,9d28e28e,1,30,128,7.0,3.0,7.0,85,7,3,942,0.0
27726,9d322a63,0,12,5,4.0,1.0,3.0,1,5,5,12,0.0
27746,9d51b57b,0,12,15,3.0,2.0,2.0,1,15,15,12,0.0
27749,9d547f90,0,17,20,5.0,3.0,5.0,3,20,5,17,0.0
27786,9d8e494c,0,16,3,4.0,3.0,3.0,3,3,2,16,0.0
27823,9db85e35,1,5,9,0.0,0.0,0.0,8,4,0,94,0.0
27838,9dcfb536,0,9,54,3.0,1.0,2.0,1,54,54,9,1.0
27839,9dd0451d,0,68,32,47.0,12.0,28.0,5,32,2,68,0.0
27859,9df1e6aa,0,12,0,4.0,1.0,4.0,1,0,0,12,0.0
27893,9e160f67,3,13,64,7.0,2.0,5.0,18,19,7,320,1.0
27906,9e310b43,0,10,7,5.0,1.0,4.0,1,7,7,10,0.0
27919,9e42dbf1,1,309,33,245.0,41.0,136.0,35,16,3,479,1.0
27943,9e5b7a37,0,8,0,1.0,1.0,1.0,1,0,0,8,1.0
27977,9e8567de,0,28,3,20.0,5.0,18.0,3,3,0,28,1.0
27988,9e98ceff,0,10,7,6.0,1.0,3.0,1,7,7,10,0.0
27992,9e9a9651,0,13,2,10.0,1.0,7.0,1,2,2,13,1.0
27999,9ea5dedf,0,24,23,10.0,3.0,7.0,2,23,14,24,1.0
28049,9ee8b95d,0,50,11,23.0,7.0,12.0,12,11,1,50,1.0
28067,9efc30e0,0,10,14,1.0,1.0,1.0,3,14,13,10,0.0
28076,9f07f31c,0,13,15,7.0,3.0,5.0,1,15,15,13,0.0
28125,9f58eccb,2,63,100,44.0,5.0,25.0,8,9,3,146,1.0
28134,9f603c01,2,1,17,0.0,0.0,0.0,2,16,16,49,0.0
28156,9f85f3bf,0,379,29,300.0,45.0,146.0,17,29,1,379,1.0
28164,9f96a6cd,0,10,6,6.0,1.0,4.0,1,6,6,10,0.0
28167,9f98e0ea,0,81,71,15.0,9.0,12.0,6,71,0,81,1.0
28176,9fa3ee4e,0,10,34,2.0,1.0,1.0,2,34,11,10,1.0
28195,9fbc9d91,0,50,115,14.0,4.0,9.0,7,115,28,50,1.0
28204,9fc502eb,0,22,16,12.0,1.0,4.0,2,16,0,22,1.0
28206,9fca071a,1,7,0,2.0,1.0,1.0,1,0,0,31,1.0
28230,9fea1cef,0,11,1,2.0,2.0,2.0,1,1,1,11,0.0
28233,9fea8746,1,1,41,0.0,0.0,0.0,11,4,4,237,0.0
28268,a01223ae,0,8,4,5.0,1.0,4.0,1,4,4,8,0.0
28275,a01b3dbf,1,86,36,35.0,5.0,18.0,12,36,5,157,1.0
28282,a031d47a,0,34,68,11.0,6.0,10.0,5,68,18,34,0.0
28283,a031f2a8,0,179,9,141.0,34.0,60.0,8,9,0,179,0.0
28299,a04b91a8,0,3,27,0.0,0.0,0.0,1,27,27,3,0.0
28353,a08e9af4,0,11,1,5.0,3.0,5.0,3,1,0,11,0.0
28365,a09ae1cf,0,16,10,7.0,2.0,4.0,3,10,10,16,0.0
28389,a0b2e467,0,4,81,1.0,1.0,1.0,1,81,81,4,1.0
28451,a1182406,3,76,125,62.0,16.0,41.0,19,71,0,461,1.0
28458,a1266388,0,88,61,36.0,13.0,25.0,14,61,3,88,1.0
28470,a13c8ead,0,100,5,41.0,18.0,20.0,8,5,0,100,0.0
28472,a1436245,0,32,6,9.0,8.0,8.0,1,6,6,32,0.0
28490,a16bc220,0,32,2,15.0,3.0,7.0,2,2,2,32,1.0
28495,a16f2d37,0,49,23,14.0,4.0,8.0,7,23,3,49,0.0
28509,a18ca1c0,0,40,17,25.0,6.0,16.0,3,17,3,40,0.0
28530,a1b0d9e0,1,25,1,11.0,4.0,5.0,3,1,0,39,1.0
28559,a1d1e7de,0,12,26,4.0,3.0,4.0,3,26,0,12,1.0
28609,a20d70d4,0,40,102,15.0,4.0,10.0,1,102,102,40,1.0
28618,a21475b3,0,395,72,331.0,18.0,102.0,14,72,0,395,1.0
28646,a2262fb7,0,8,1,7.0,4.0,5.0,1,1,1,8,1.0
28698,a279f4d0,0,82,141,18.0,3.0,9.0,16,141,0,82,0.0
28727,a2a4a31f,0,18,76,11.0,2.0,6.0,3,76,54,18,1.0
28730,a2afd625,0,8,3,3.0,1.0,3.0,1,3,3,8,0.0
28746,a2bcd5f8,0,5,12,1.0,1.0,1.0,1,12,12,5,0.0
28753,a2cb002b,0,7,7,2.0,1.0,1.0,2,7,1,7,0.0
28757,a2ce8f2c,0,129,12,47.0,12.0,21.0,13,12,0,129,0.0
28781,a2f9e8a3,0,53,70,30.0,8.0,15.0,5,70,24,53,1.0
28782,a2fa915a,0,67,10,30.0,3.0,14.0,1,10,10,67,0.0
28825,a33db8bc,0,40,9,25.0,3.0,19.0,2,9,3,40,0.0
28836,a34e0eea,0,4,4,1.0,1.0,1.0,1,4,4,4,0.0
28840,a3548a03,0,5,7,2.0,2.0,2.0,1,7,7,5,1.0
28853,a36ec27c,0,19,66,3.0,2.0,2.0,3,66,65,19,1.0
28856,a37a9852,0,11,12,6.0,1.0,4.0,1,12,12,11,0.0
28863,a37ca6fa,1,46,9,31.0,7.0,25.0,10,9,1,128,0.0
28893,a3aec4f9,0,29,144,8.0,4.0,7.0,3,144,14,29,0.0
28899,a3b468bc,0,6,9,1.0,1.0,1.0,1,9,9,6,0.0
28922,a3cd4fbd,0,5,27,3.0,1.0,3.0,1,27,27,5,1.0
28927,a3d262fe,2,5,68,0.0,0.0,0.0,3,68,67,18,1.0
28936,a3e378d7,0,20,90,9.0,4.0,8.0,4,90,3,20,0.0
28948,a3f5d158,0,62,7,26.0,7.0,15.0,6,7,0,62,1.0
29036,a4776a91,0,3,1,0.0,0.0,0.0,1,1,1,3,0.0
29039,a47ab63d,0,4,2,1.0,1.0,1.0,1,2,2,4,0.0
29041,a47d9f5b,0,4,8,1.0,1.0,1.0,1,8,8,4,0.0
29042,a47e321a,0,10,38,6.0,2.0,4.0,1,38,38,10,1.0
29043,a4845a68,0,91,16,27.0,11.0,16.0,11,16,6,91,0.0
29054,a49855e3,0,43,18,12.0,4.0,8.0,4,18,8,43,0.0
29071,a4aa59fd,2,9,93,1.0,1.0,1.0,11,70,64,111,1.0
29087,a4ca33ff,0,25,7,9.0,1.0,2.0,1,7,7,25,0.0
29101,a4ddc672,0,9,16,3.0,2.0,2.0,2,16,14,9,0.0
29102,a4e1623d,0,8,15,4.0,1.0,2.0,1,15,15,8,0.0
29109,a4ea3774,0,12,7,4.0,3.0,4.0,1,7,7,12,0.0
29112,a4f28212,0,4,14,1.0,1.0,1.0,1,14,14,4,0.0
29130,a5100084,0,14,16,9.0,2.0,5.0,1,16,16,14,0.0
29139,a51ac94e,0,68,1,41.0,4.0,20.0,4,1,0,68,1.0
29145,a52bb6f2,0,160,7,126.0,7.0,51.0,9,7,0,160,0.0
29164,a534ce56,0,8,2,2.0,1.0,2.0,2,2,2,8,0.0
29216,a584057d,0,48,15,33.0,1.0,10.0,1,15,15,48,0.0
29235,a5a62af0,0,8,1,2.0,2.0,2.0,1,1,1,8,0.0
29250,a5c58b33,0,32,0,8.0,2.0,8.0,2,0,0,32,0.0
29323,a636adf2,0,44,23,33.0,2.0,10.0,2,23,5,44,0.0
29372,a680639a,0,6,8,2.0,1.0,1.0,1,8,8,6,0.0
29387,a694ac18,5,58,43,18.0,11.0,16.0,10,40,6,113,1.0
29396,a69feede,0,4,32,0.0,0.0,0.0,1,32,32,4,0.0
29409,a6b5234b,0,698,67,534.0,9.0,132.0,49,67,6,698,0.0
29420,a6bbee3d,5,42,91,14.0,2.0,5.0,73,5,0,675,1.0
29421,a6bdd8a8,0,4,12,1.0,1.0,1.0,1,12,12,4,0.0
29422,a6c031ba,0,71,71,29.0,11.0,20.0,5,71,44,71,1.0
29436,a6d50b2f,0,8,12,2.0,1.0,2.0,1,12,12,8,0.0
29441,a6d7a3c6,0,13,1,9.0,1.0,6.0,2,1,0,13,1.0
29449,a6e23783,0,9,2,3.0,2.0,2.0,2,2,2,9,0.0
29494,a71e9cfa,0,16,0,8.0,1.0,4.0,1,0,0,16,0.0
29505,a72cfe8a,0,266,71,102.0,6.0,23.0,46,71,1,266,0.0
29510,a734485c,0,4,141,1.0,1.0,1.0,1,141,141,4,1.0
29514,a73b8d6f,0,7,121,4.0,1.0,4.0,1,121,121,7,0.0
29550,a779434c,0,34,3,4.0,3.0,4.0,1,3,3,34,1.0
29560,a787a2b6,0,20,47,5.0,5.0,5.0,2,47,4,20,1.0
29592,a7b5325c,1,12,3,6.0,5.0,6.0,1,3,3,30,1.0
29615,a7ca6021,0,437,105,304.0,24.0,108.0,38,105,30,437,0.0
29617,a7d3f098,0,60,7,49.0,12.0,27.0,2,7,2,60,0.0
29642,a7fac7fe,0,11,3,4.0,2.0,2.0,1,3,3,11,0.0
29668,a81d99c6,0,4,12,1.0,1.0,1.0,1,12,12,4,1.0
29682,a83856a2,1,52,30,35.0,14.0,26.0,4,15,1,87,1.0
29701,a8492e11,0,5,0,1.0,1.0,1.0,1,0,0,6,1.0
29703,a84dbc5c,0,59,16,52.0,10.0,34.0,1,16,16,59,0.0
29724,a879f712,0,549,142,414.0,28.0,109.0,38,142,4,549,1.0
29758,a8add4e4,0,24,4,8.0,5.0,7.0,2,4,4,24,0.0
29835,a91ac77e,0,32,8,10.0,6.0,6.0,5,8,0,32,0.0
29840,a9257da4,0,90,136,58.0,14.0,34.0,5,136,15,90,0.0
29885,a94df466,0,29,0,8.0,6.0,7.0,1,0,0,29,1.0
29905,a963515b,5,2,83,1.0,1.0,1.0,6,69,69,103,1.0
29915,a97e7176,0,76,87,41.0,7.0,17.0,5,87,51,76,0.0
29919,a98e848f,0,7,15,1.0,1.0,1.0,2,15,15,7,0.0
29943,a9b4d080,0,124,51,62.0,19.0,48.0,13,51,0,124,0.0
30007,aa1edfc0,0,6,9,2.0,1.0,1.0,1,9,9,6,0.0
30019,aa2a2b2e,0,34,30,11.0,7.0,10.0,1,30,30,34,0.0
30021,aa2c0c83,0,16,2,5.0,2.0,4.0,2,2,2,16,0.0
30031,aa3cbc43,0,64,3,38.0,8.0,25.0,3,3,0,64,1.0
30062,aa711c66,0,4,12,1.0,1.0,1.0,1,12,12,4,0.0
30093,aa974a9b,0,33,147,18.0,3.0,14.0,4,147,9,33,1.0
30100,aa9cbebf,0,12,55,2.0,2.0,2.0,1,55,55,12,0.0
30101,aa9e2f0b,0,42,9,19.0,5.0,9.0,6,9,1,42,0.0
30108,aaa4e8a2,0,16,15,7.0,3.0,6.0,2,15,11,16,1.0
30131,aacbeff0,0,40,19,19.0,9.0,16.0,3,19,11,40,0.0
30165,aae16d72,1,18,41,6.0,5.0,6.0,18,0,0,168,0.0
30191,aafda668,0,8,1,0.0,0.0,0.0,1,1,1,8,1.0
30212,ab27be83,0,117,39,83.0,15.0,32.0,6,39,16,117,0.0
30213,ab29645d,0,97,21,62.0,5.0,29.0,12,21,2,97,0.0
30244,ab657cda,1,40,18,20.0,9.0,12.0,14,1,0,125,1.0
30280,aba3e484,1,2,5,0.0,0.0,0.0,4,1,1,76,0.0
30289,abb091f0,0,88,89,52.0,8.0,36.0,9,89,23,88,0.0
30301,abc8a440,0,111,41,81.0,24.0,57.0,9,41,4,111,1.0
30302,abc8fc1b,0,7,82,2.0,1.0,2.0,1,82,82,7,0.0
30317,abd61dd4,6,68,31,19.0,4.0,10.0,23,13,0,487,1.0
30326,abdf1d3b,0,15,3,12.0,2.0,7.0,1,3,3,15,1.0
30364,ac091252,0,44,11,35.0,5.0,16.0,6,11,3,44,0.0
30371,ac1514ed,0,112,25,22.0,3.0,16.0,15,25,4,112,0.0
30379,ac201b9a,0,5,10,1.0,1.0,1.0,1,10,10,5,0.0
30383,ac2ca825,0,71,17,19.0,11.0,13.0,8,17,0,71,0.0
30401,ac4a94ea,0,218,72,152.0,27.0,76.0,21,72,0,218,1.0
30427,ac647647,0,7,1,2.0,1.0,1.0,2,1,1,7,0.0
30451,ac89253a,0,188,2,143.0,12.0,62.0,4,2,1,188,0.0
30465,ac9e1ec1,0,8,1,3.0,1.0,2.0,1,1,1,8,1.0
30494,acc30075,0,101,10,46.0,13.0,35.0,14,10,0,101,1.0
30518,acd4de51,0,20,18,4.0,3.0,4.0,4,18,6,20,1.0
30528,ace40a3d,0,14,72,9.0,1.0,8.0,1,72,72,14,1.0
30586,ad3377c9,0,49,55,18.0,6.0,12.0,8,55,17,49,0.0
30609,ad47d784,0,4,13,1.0,1.0,1.0,1,13,13,4,0.0
30640,ad75078a,0,4,106,1.0,1.0,1.0,1,106,106,4,0.0
30659,ad8cebac,2,21,3,6.0,3.0,4.0,5,2,0,122,0.0
30660,ad8ef8c6,0,6,10,1.0,1.0,1.0,1,10,10,6,0.0
30667,ad95e05f,0,4,3,1.0,1.0,1.0,1,3,3,4,0.0
30685,adaa9274,0,23,10,13.0,4.0,11.0,2,10,2,23,1.0
30702,adc3245b,0,5,13,2.0,2.0,2.0,1,13,13,5,0.0
30711,adcefc78,0,13,17,2.0,1.0,2.0,3,17,2,13,1.0
30747,ae12cc10,1,7,24,3.0,2.0,3.0,11,16,9,180,1.0
30762,ae2136c0,0,82,0,64.0,5.0,27.0,1,0,0,82,1.0
30778,ae3c0d0e,0,19,33,5.0,4.0,5.0,3,33,8,19,1.0
30802,ae61f06d,0,6,8,2.0,1.0,2.0,1,8,8,6,0.0
30811,ae6f8eae,0,51,9,47.0,4.0,25.0,1,9,9,51,0.0
30820,ae7f8d06,0,11,13,3.0,1.0,1.0,1,13,13,11,0.0
30822,ae86cc6e,0,13,1,2.0,2.0,2.0,2,1,0,13,1.0
30840,ae9a6616,0,4,9,1.0,1.0,1.0,1,9,9,4,0.0
30858,aeae2710,0,26,0,8.0,3.0,6.0,2,0,0,26,1.0
30860,aeb2505a,0,67,12,52.0,6.0,18.0,9,12,0,67,0.0
30895,aedb3e2d,0,51,0,29.0,14.0,18.0,1,0,0,51,1.0
30902,aee36dcb,0,4,0,1.0,1.0,1.0,1,0,0,4,0.0
30921,af00e24b,0,26,5,21.0,8.0,14.0,1,5,5,26,1.0
30923,af055da2,0,8,20,2.0,1.0,2.0,1,20,20,8,0.0
30929,af0bf477,0,21,101,7.0,2.0,4.0,3,101,15,21,0.0
30938,af16baa7,0,31,60,19.0,4.0,12.0,3,60,6,31,1.0
30953,af335cc0,0,3,5,1.0,1.0,1.0,1,5,5,3,1.0
30961,af43f515,0,3,26,1.0,1.0,1.0,1,26,26,3,1.0
30981,af60bf25,0,24,22,15.0,3.0,10.0,2,22,17,24,0.0
31001,af7f30aa,2,38,7,10.0,3.0,9.0,13,5,0,107,0.0
31058,afcfafc5,0,13,11,0.0,0.0,0.0,1,11,11,13,1.0
31070,afdedda5,0,72,65,54.0,14.0,30.0,2,65,23,72,1.0
31071,afe0a233,0,21,33,3.0,2.0,3.0,3,33,3,21,0.0
31109,b021f6d5,0,8,13,3.0,1.0,1.0,1,13,13,8,0.0
31131,b046d31f,0,8,16,4.0,2.0,4.0,1,16,16,8,0.0
31151,b074ad6f,0,13,9,7.0,1.0,4.0,1,9,9,13,0.0
31165,b097616d,0,58,20,38.0,15.0,29.0,6,20,8,58,0.0
31169,b09f3872,0,177,31,93.0,49.0,74.0,6,31,2,177,0.0
31209,b0e38003,0,66,37,35.0,12.0,18.0,4,37,7,66,0.0
31273,b145cc23,0,3,50,1.0,1.0,1.0,1,50,50,3,1.0
31304,b180df20,0,105,32,31.0,13.0,20.0,8,32,9,105,1.0
31309,b18b7b5d,0,29,1,23.0,4.0,16.0,1,1,1,29,0.0
31315,b1943762,0,90,29,77.0,11.0,47.0,3,29,11,90,0.0
31330,b1b1cc1c,0,1,13,0.0,0.0,0.0,1,13,13,1,0.0
31335,b1b62e9d,0,15,14,6.0,4.0,5.0,1,14,14,15,0.0
31354,b1d4533c,0,22,17,7.0,2.0,3.0,2,17,8,22,0.0
31356,b1df42a8,1,3,119,0.0,0.0,0.0,2,1,1,31,0.0
31365,b1ec8559,0,14,14,7.0,1.0,4.0,1,14,14,14,0.0
31395,b20f393a,2,53,70,20.0,7.0,18.0,34,29,3,320,0.0
31402,b21a7f09,0,20,13,8.0,6.0,6.0,2,13,12,20,0.0
31409,b21cc59c,2,31,89,25.0,4.0,16.0,16,6,4,367,1.0
31422,b22f0557,0,51,29,25.0,5.0,20.0,4,29,17,51,0.0
31429,b23a4616,0,10,43,1.0,1.0,1.0,1,43,43,10,0.0
31473,b26d23ad,1,4,10,0.0,0.0,0.0,6,9,9,83,0.0
31510,b2a571ba,0,19,3,15.0,3.0,8.0,1,3,3,19,0.0
31512,b2a924c9,0,124,95,84.0,12.0,43.0,10,95,4,124,0.0
31569,b30562d4,0,108,21,40.0,4.0,26.0,15,21,1,108,0.0
31570,b3077ccb,0,11,9,1.0,1.0,1.0,1,9,9,11,0.0
31605,b347dfc8,0,100,4,69.0,10.0,40.0,7,4,0,100,0.0
31629,b36cd64f,0,36,14,10.0,6.0,6.0,4,14,12,36,0.0
31644,b37cb8c5,0,107,6,72.0,11.0,39.0,6,6,1,107,0.0
31667,b3ad3317,0,75,3,45.0,18.0,34.0,4,3,0,75,0.0
31705,b3c45e4b,11,14,26,4.0,1.0,3.0,62,0,0,665,1.0
31717,b3d98f5a,0,4,2,1.0,1.0,1.0,1,2,2,4,0.0
31735,b3eac313,0,24,8,10.0,1.0,5.0,4,8,2,24,0.0
31740,b3f3e612,0,11,14,2.0,1.0,1.0,1,14,14,11,0.0
31772,b4117b5d,0,26,8,18.0,2.0,13.0,1,8,8,26,0.0
31775,b413a75f,0,25,5,11.0,9.0,9.0,3,5,3,25,0.0
31865,b4a0430a,0,20,21,3.0,2.0,2.0,3,21,6,20,0.0
31880,b4b5e2e0,0,15,0,4.0,3.0,3.0,1,0,0,15,0.0
31928,b4cdf2b5,30,2,59,0.0,0.0,0.0,39,0,0,425,1.0
31944,b4e3e73b,0,15,1,11.0,3.0,9.0,2,1,1,15,1.0
31951,b4ebb2a0,0,23,10,12.0,2.0,7.0,3,10,8,23,0.0
31963,b4ff510a,0,35,8,12.0,4.0,8.0,2,8,7,35,1.0
32004,b535602a,1,54,142,32.0,8.0,23.0,6,142,7,55,1.0
32032,b56761b1,0,2,16,0.0,0.0,0.0,1,16,16,2,0.0
32040,b5735dbb,2,8,14,0.0,0.0,0.0,7,10,6,33,0.0
32076,b59622a2,0,18,61,8.0,2.0,7.0,3,61,16,18,0.0
32077,b5975382,0,57,62,29.0,4.0,15.0,3,62,1,57,1.0
32100,b5b0989d,1,511,60,299.0,32.0,119.0,35,43,1,512,1.0
32105,b5b97ae1,0,4,1,1.0,1.0,1.0,1,1,1,4,0.0
32108,b5bf0bb5,0,34,41,12.0,2.0,6.0,3,41,15,34,0.0
32116,b5cb7708,0,188,133,97.0,23.0,60.0,17,133,51,188,1.0
32147,b5fc0fc2,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
32162,b6070c3d,2,59,39,30.0,8.0,21.0,15,38,25,97,1.0
32163,b60794ac,0,206,71,44.0,15.0,32.0,15,71,1,206,1.0
32197,b637404b,0,4,15,1.0,1.0,1.0,1,15,15,4,0.0
32209,b6497940,0,27,119,8.0,3.0,6.0,6,119,45,27,1.0
32234,b667e544,0,10,10,3.0,3.0,3.0,2,10,10,10,1.0
32267,b67c257c,3,58,104,39.0,20.0,31.0,24,12,1,331,0.0
32307,b6b638d0,0,68,148,39.0,20.0,28.0,3,148,139,68,1.0
32316,b6c70f8c,0,11,6,4.0,2.0,2.0,1,6,6,11,0.0
32375,b71798a7,0,87,39,51.0,3.0,16.0,12,39,1,87,1.0
32378,b71da444,0,23,120,9.0,3.0,7.0,4,120,4,23,1.0
32387,b72e4db8,0,11,16,3.0,1.0,2.0,1,16,16,11,0.0
32407,b74cb601,0,11,2,4.0,1.0,2.0,2,2,2,11,0.0
32408,b74cf087,0,44,1,27.0,8.0,17.0,1,1,1,44,0.0
32426,b75f3d6d,0,45,93,14.0,4.0,8.0,9,93,32,45,1.0
32430,b7635a7a,0,20,81,9.0,4.0,8.0,4,81,0,20,0.0
32524,b7e27b0e,0,48,83,13.0,2.0,5.0,9,83,0,48,1.0
32526,b7e2840a,1,93,55,30.0,8.0,21.0,12,51,10,128,1.0
32547,b7f6bfd8,0,11,10,2.0,2.0,2.0,1,10,10,11,0.0
32577,b8257eb8,0,6,11,2.0,1.0,2.0,1,11,11,6,0.0
32581,b82ba075,0,91,44,23.0,11.0,19.0,8,44,0,91,0.0
32590,b8324621,0,74,48,23.0,12.0,16.0,5,48,1,74,1.0
32605,b8475079,0,24,6,20.0,8.0,14.0,1,6,6,24,0.0
32616,b8509c63,2,12,26,1.0,1.0,1.0,8,10,0,60,0.0
